communityname,racepctblack,racePctHisp,pctUrban,PctNotSpeakEnglWell,medIncome,pctWPubAsst,PctPopUnderPov,PctUnemployed,PctFam2Par,PctHousOccup,PctVacantBoarded,PctHousNoPhone,PctSameHouse85,murdPerPop,robbbPerPop,autoTheftPerPop,arsonsPerPop,ViolentCrimesPerPop
Bangorcity,0.92,0.64,100.0,0.54,-0.7974310629271741,9.42,14.98,5.78,66.48,93.22,1.33,3.91,42.06,6.24,62.44,199.82,34.34,224.8
ParkRidgecity,0.13,1.31,100.0,1.41,2.51897242517087,2.31,1.25,2.31,88.03,97.43,0.85,0.19,69.87,0.0,10.91,169.13,10.91,374.06
FarmersBranchcity,2.78,20.19,100.0,5.91,0.7772802262550083,2.27,6.71,5.39,78.73,95.2,4.98,4.16,55.97,3.99,147.59,949.34,23.93,386.92
Montvilletownship,1.1,1.94,89.6,1.55,5.112420457223663,2.23,0.79,4.7,91.14,95.38,0.84,0.41,69.2,6.19,18.57,228.97,0.0,37.13
Towamencintownship,2.48,0.96,95.84,1.22,2.0157907141173697,2.23,2.75,2.64,86.04,96.53,1.07,0.33,54.13,0.0,13.88,55.52,6.94,69.41
Shelbytownship,0.29,0.96,100.0,1.18,1.943082724487391,2.47,2.81,5.15,86.89,95.5,1.01,0.57,51.21,2.0,18.0,216.01,14.0,374.06
DaytonaBeachcity,30.72,2.48,100.0,0.95,-1.5095451331604997,7.76,22.49,7.89,49.12,85.63,1.38,11.11,41.24,18.28,531.76,1081.81,44.19,2082.86
SouthHadleytown,1.06,1.26,97.23,0.76,0.854701861890172,4.25,4.39,3.37,80.61,94.4,1.15,0.73,55.73,0.0,40.66,232.33,0.0,203.29
Springdalecity,0.11,1.49,100.0,0.88,-0.7147065755361772,4.5,9.36,3.56,79.65,95.2,1.04,9.0,46.92,2.7,35.12,235.05,0.0,178.31
Mercedescity,0.16,90.92,0.0,16.85,-2.183950035352345,24.09,48.82,17.42,68.5,88.97,8.97,21.5,68.9,6.84,41.06,321.65,27.37,1266.08
Uticacity,10.49,3.4,100.0,2.16,-1.354112656139524,14.25,21.73,9.39,60.08,91.1,3.14,10.38,59.31,21.88,265.72,406.39,20.32,426.71
CedarHillcity,14.22,8.07,100.0,1.3,1.1802969596983266,2.4,3.72,3.61,83.76,93.34,0.64,1.4,32.53,3.94,23.65,244.36,11.82,106.42
TexasCitycity,25.14,15.94,98.65,1.66,-0.6242045722366251,6.68,16.76,8.15,67.56,90.61,11.05,8.37,56.97,9.42,256.8,897.61,94.24,690.29
WestCovinacity,8.54,34.61,100.0,5.81,1.300966297431063,7.88,7.71,4.96,75.18,96.73,1.57,1.87,49.21,4.82,265.85,1339.86,81.87,639.59
Pleasantoncity,1.37,6.69,100.0,0.78,3.301555503181711,2.83,2.41,3.06,83.52,95.49,0.34,0.24,41.35,0.0,37.95,246.67,20.7,144.9
EastGrandRapidscity,0.91,0.66,100.0,0.32,3.407259014847985,1.74,2.56,2.1,86.38,97.03,0.0,0.0,59.42,0.0,19.42,77.67,19.42,374.06
Norwalkcity,2.34,1.83,0.0,0.33,-0.6898420928588263,7.54,10.3,7.78,73.5,95.11,2.06,5.76,51.62,0.0,6.55,29.69,0.0,21.66
Hamiltoncity,7.32,0.5,100.0,0.25,-1.0081310393589442,10.72,16.84,7.94,67.6,94.6,10.36,6.79,53.36,9.2,377.31,610.45,75.16,1432.56
Harwichtown,0.76,0.82,0.0,0.59,-0.3749705397124676,6.53,5.57,8.97,77.1,54.11,0.18,1.35,59.46,0.0,45.9,73.43,9.18,358.0
Jeffersontowncity,6.58,0.95,100.0,0.32,0.8862832901249116,2.32,3.42,2.92,80.57,94.99,2.13,1.3,49.39,0.0,46.75,85.01,4.25,395.27
Bainbridgecity,46.98,1.87,0.0,0.6,-1.5083667216592034,16.96,28.83,6.76,54.36,89.61,3.02,13.5,54.16,17.45,287.88,244.26,8.72,985.78
MenloParkcity,12.36,9.66,100.0,2.5,2.24216356351638,4.7,6.47,3.23,72.75,96.48,0.93,0.89,51.37,6.69,227.39,277.55,30.1,598.56
Flagstaffcity,2.48,15.2,0.0,1.79,-0.3604760782465236,3.75,17.2,7.14,72.45,88.38,0.79,7.47,30.87,3.81,78.11,295.31,5.72,493.46
Kilgorecity,13.06,3.24,0.0,1.8,-0.800966297431063,4.77,13.89,7.02,73.97,89.42,4.26,8.18,52.87,8.64,181.44,838.09,34.56,1045.45
Glassboroborough,18.53,2.89,100.0,0.87,0.3272448739099693,7.6,14.31,8.11,69.11,92.26,2.38,3.51,45.91,0.0,131.62,240.36,34.34,412.04
SanJuancity,0.07,90.8,100.0,22.13,-2.0208578835729436,20.09,38.95,13.29,74.55,88.16,9.36,17.24,61.13,7.5,59.98,524.86,15.0,307.42
Swampscotttown,0.48,0.99,100.0,0.69,2.2095215649304736,2.84,3.87,4.36,84.27,93.35,1.06,0.3,65.49,0.0,27.67,179.87,6.92,96.85
LosGatostown,0.7,5.0,100.0,0.89,3.1079424935187365,2.94,4.65,2.92,77.64,95.36,4.74,0.43,48.93,0.0,40.85,190.64,64.68,268.94
CreveCoeurcity,3.17,1.01,100.0,0.56,3.3551732264906904,0.91,3.62,1.79,88.87,94.5,0.34,0.0,58.25,0.0,73.92,254.6,0.0,147.83
Denisoncity,9.68,2.18,100.0,0.56,-1.118548197030403,8.09,15.37,7.26,70.63,84.33,2.84,9.2,55.47,9.13,123.28,264.82,59.36,803.58
Bakersfieldcity,9.44,20.51,99.61,3.44,0.0840207400424228,12.01,15.0,7.1,68.83,94.4,4.1,3.9,39.38,14.06,295.8,830.64,58.85,974.37
TheVillagecity,9.84,2.06,100.0,0.37,-0.3940608060334669,2.61,7.04,3.57,73.62,92.13,1.29,2.48,54.06,0.0,146.39,649.59,18.3,603.84
Albanycity,20.65,3.15,100.0,1.28,-0.7411029931652133,8.17,18.31,6.09,53.15,91.17,10.4,6.74,44.01,5.73,459.68,450.13,43.01,1183.14
Newarkcity,58.46,26.07,100.0,11.03,-1.153782700919161,22.23,26.34,14.71,43.2,89.34,11.05,15.0,56.99,36.89,1172.43,2457.56,70.71,2758.9
EastOrangecity,89.95,4.05,100.0,2.08,-0.5457223662502946,14.71,17.71,11.76,41.2,93.87,7.32,9.13,56.0,20.48,1172.43,2014.34,132.47,2758.9
Ogdencity,2.72,12.0,100.0,1.64,-0.9373085081310394,9.77,16.78,8.2,68.87,89.13,13.16,5.8,51.4,8.66,141.43,366.58,60.61,577.28
Petersburgcity,72.13,1.23,100.0,0.59,-1.193966533113363,12.38,20.3,8.45,45.86,90.95,10.91,14.22,53.24,26.6,534.51,544.19,19.35,1332.66
Baytowncity,12.02,23.15,100.0,4.62,-0.1520150836672165,6.22,16.08,7.87,73.6,89.62,8.47,10.04,48.05,14.55,154.24,746.46,26.19,566.03
Eugenecity,1.25,2.71,100.0,0.8,-0.7155314635870846,5.56,17.04,6.42,70.42,96.42,0.99,3.07,37.12,2.5,138.07,311.91,47.41,390.93
Providencecity,14.83,15.54,100.0,8.58,-1.0952156493047371,16.33,22.96,9.18,54.32,88.19,7.61,7.57,45.16,14.69,424.55,2080.04,178.53,916.52
NorthLittleRockcity,23.62,0.84,100.0,0.47,-0.8818053264199859,7.4,17.2,5.39,63.45,91.68,4.85,6.72,52.85,20.64,514.42,1386.09,39.69,1020.91
Metuchenborough,6.09,2.83,100.0,1.17,2.5671694555738864,2.0,2.9,3.14,83.6,96.84,4.35,0.69,69.27,0.0,91.78,229.45,22.94,183.56
Warrentown,0.31,1.2,86.85,3.58,0.0230968654254065,6.05,7.16,5.21,78.71,93.9,0.34,2.56,58.31,0.0,0.0,158.81,0.0,21.66
Kentcity,7.11,0.91,100.0,0.68,-1.175818995993401,7.49,27.49,6.9,64.36,94.96,1.5,3.28,28.95,0.0,90.27,229.15,34.72,395.81
Cypresscity,2.04,13.52,100.0,3.58,2.3026160735328776,4.46,4.46,4.48,78.17,97.04,1.15,0.77,54.34,2.14,122.18,745.95,34.3,319.39
Yukoncity,0.72,2.05,98.76,0.49,0.4300023568230026,2.08,6.78,4.96,82.05,94.31,1.36,3.7,48.18,0.0,27.5,201.63,54.99,132.89
Lislevillage,2.88,3.04,100.0,1.78,2.1530756540183833,1.35,2.85,2.26,86.4,93.94,0.0,0.61,41.35,0.0,43.92,146.41,9.76,374.06
ChapelHilltown,12.53,1.57,100.0,1.29,-0.1121847749234032,2.55,16.14,4.42,72.41,92.79,0.37,2.02,26.79,2.11,210.8,206.59,29.51,672.46
Bedfordcity,0.43,0.38,0.0,0.34,-0.9236389347160028,4.93,11.43,5.94,73.81,93.49,2.24,9.35,55.65,0.0,21.0,307.93,27.99,538.88
Mauldincity,14.46,1.1,100.0,0.17,1.1881923167570116,2.77,3.51,2.67,82.6,94.96,0.87,2.01,45.12,0.0,22.8,136.79,0.0,212.78
Kentcity,3.83,3.85,100.0,1.02,0.1060570351166627,5.55,8.76,4.3,65.97,92.92,0.81,3.17,31.51,12.03,252.7,1152.8,105.89,536.69
Waynesborocity,9.43,0.81,0.0,0.3,-0.5624558095687013,5.44,11.39,4.82,70.49,95.77,2.69,7.98,55.26,21.12,26.4,301.0,26.4,337.96
Westfieldcity,0.88,4.08,100.0,1.64,0.2423992458166391,8.15,8.0,5.15,75.55,95.53,0.93,1.9,59.53,0.0,36.46,281.29,20.84,885.56
Bountifulcity,0.1,1.6,100.0,0.48,0.8136931416450625,4.76,4.91,3.62,85.72,97.08,0.3,1.01,61.31,0.0,15.83,97.6,29.02,137.16
Cadillaccity,0.21,0.71,0.0,0.32,-1.210346452981381,14.15,15.52,12.11,66.2,93.09,1.35,5.82,52.23,9.52,19.05,161.89,28.57,374.06
Arlingtontown,1.34,1.65,100.0,1.5,1.3985387697383926,4.4,4.63,4.47,81.11,96.9,0.66,0.46,64.73,2.16,23.77,209.63,6.48,188.02
PaloAltocity,2.88,4.99,99.36,2.06,2.815460758897007,3.26,4.65,2.4,78.37,96.1,2.04,0.67,51.22,0.0,106.62,328.61,26.22,241.21
Spartatownship,0.38,1.81,0.0,0.35,3.722719773744992,2.23,1.9,3.85,89.66,91.27,0.8,0.13,54.99,0.0,6.45,77.35,6.45,51.57
Stratfordtown,7.89,3.59,100.0,0.87,1.214235210935659,3.51,3.54,4.97,78.38,95.82,5.82,1.1,69.46,1.99,153.58,789.84,35.9,199.45
DeerParkcity,1.08,10.8,100.0,0.87,1.7390996936130096,2.82,5.17,5.29,83.69,96.66,4.26,3.47,55.3,0.0,26.35,131.73,3.29,207.47
ArlingtonHeightsvillage,0.63,2.71,100.0,1.66,2.3438604760782464,1.71,2.4,2.65,89.28,94.68,0.06,0.45,54.67,2.6,25.95,81.74,33.74,374.06
Hazelwoodcity,10.6,1.4,100.0,0.45,0.4426113598868725,2.42,4.45,3.96,73.9,93.94,0.73,0.6,57.53,12.56,150.67,671.73,43.95,420.62
NewHopecity,2.48,1.06,100.0,1.35,0.5485505538534056,5.06,6.51,4.28,72.55,96.73,0.0,0.52,54.47,4.69,65.62,182.79,18.75,374.06
Newberrytownship,0.37,0.78,0.0,0.39,0.4199858590619844,3.3,2.7,2.96,82.67,95.4,1.91,2.51,58.23,0.0,0.0,86.79,7.89,55.23
SouthElMontecity,0.49,84.57,100.0,26.89,-0.5146123026160735,15.23,21.19,11.49,71.97,98.09,5.38,7.27,54.48,18.01,490.9,1080.89,49.54,1531.26
Stephenvillecity,1.33,7.04,0.0,1.22,-1.5431298609474429,4.94,22.14,7.18,77.45,86.97,1.21,8.67,36.61,0.0,20.72,69.08,6.91,62.17
Cudahycity,1.15,88.92,100.0,31.26,-1.0796606174876269,19.2,27.54,10.24,66.61,97.14,2.58,7.74,40.38,12.96,297.98,699.6,25.91,1593.54
Lincolntownship,0.77,1.29,88.61,0.52,0.7459344803205279,2.3,3.48,3.6,85.65,94.44,0.32,0.31,53.98,0.0,0.0,64.86,14.41,374.06
Albanycity,6.01,8.11,100.0,4.52,0.4000707046900777,3.94,9.59,2.96,70.48,96.3,1.45,0.7,42.34,5.9,247.63,536.52,0.0,601.38
Ewingtownship,18.26,2.69,100.0,0.73,1.3846335140230968,3.13,3.31,3.82,80.43,96.68,2.4,0.64,63.83,5.69,108.15,1462.93,51.23,216.31
FortThomascity,0.37,0.36,100.0,0.64,0.6523686071176055,3.62,4.39,3.09,84.83,96.9,0.99,1.03,61.9,0.0,0.0,61.69,0.0,61.69
LaMiradacity,1.39,25.86,100.0,3.7,1.850341739335376,5.31,3.89,4.57,83.2,95.33,0.16,0.75,59.81,4.29,178.21,753.62,23.62,650.56
Swataratownship,9.31,2.31,100.0,0.5,0.2799905727079896,3.1,6.6,3.75,78.34,96.52,1.09,0.85,61.99,0.0,120.02,435.07,15.0,525.08
Totowaborough,1.18,2.73,100.0,2.34,1.7520622201272684,3.57,3.09,3.91,85.84,96.92,0.91,0.2,75.13,0.0,57.52,795.71,9.59,182.15
WestCaldwelltownship,0.51,1.73,100.0,1.49,4.063045015319349,1.66,1.01,2.03,92.06,99.0,0.0,0.0,71.74,0.0,47.2,207.68,0.0,84.96
Coventrytown,0.26,0.84,79.53,0.81,0.6821824181004007,5.06,4.85,5.7,83.82,94.92,1.0,0.98,65.61,0.0,3.21,118.65,51.31,125.06
CalumetCitycity,23.68,6.41,100.0,1.48,-0.1535470186189017,6.57,9.82,7.73,66.47,93.05,2.86,3.05,56.59,18.2,340.55,1996.52,98.79,374.06
Troycity,1.35,1.27,100.0,1.56,2.824181004006599,1.88,2.83,3.19,89.95,96.21,1.07,0.34,55.47,1.26,35.23,421.55,21.39,374.06
Danvillecity,0.83,4.11,100.0,0.59,5.070822531227905,1.7,2.1,2.41,87.01,96.49,0.5,0.07,50.03,2.57,12.85,46.27,23.13,25.7
Waycrosscity,48.72,0.66,0.0,0.0,-1.7505302851755833,19.11,27.9,8.17,52.88,87.09,2.47,15.29,55.69,11.15,301.15,323.46,44.62,730.58
Centervillecity,1.27,0.87,100.0,0.6,1.6477728022625502,3.23,3.74,2.44,83.18,94.63,0.42,0.19,48.6,0.0,32.06,160.29,22.9,114.49
Rostravertownship,2.35,0.49,57.58,0.34,-0.6865425406551968,7.65,10.86,10.57,81.29,93.53,4.01,0.86,73.28,0.0,17.52,376.73,8.76,61.33
Ryecity,1.62,4.65,100.0,3.15,4.507895357058685,1.87,3.85,2.55,88.47,96.65,0.53,0.22,59.29,13.35,13.35,213.62,0.0,33.38
Lyndhursttownship,0.43,4.68,100.0,2.4,1.1264435540890878,4.36,3.87,4.55,81.08,92.53,0.35,0.22,75.41,0.0,52.45,713.31,15.73,178.33
Somervillecity,5.6,6.28,100.0,6.54,0.11949092623144,7.45,11.47,6.33,68.84,95.38,3.07,1.94,49.22,0.0,177.45,1097.87,11.54,249.58
Sheltontown,0.97,2.48,100.0,1.34,2.1828894650011783,2.8,2.5,4.44,86.45,95.94,5.31,0.67,62.02,0.0,27.1,249.29,10.84,43.35
NorthBergentownship,2.09,41.18,100.0,14.76,0.2412208343153429,6.61,9.49,7.69,73.91,89.17,1.78,2.07,58.11,3.98,159.08,1113.56,7.95,294.3
Columbuscity,38.02,2.95,96.78,0.79,-0.8702568937072825,9.88,18.63,7.16,63.91,92.89,2.78,8.14,45.66,16.81,236.96,547.48,24.17,611.05
MortonGrovevillage,0.26,2.76,100.0,3.52,1.9287061041715767,2.99,2.94,2.77,91.42,98.57,1.69,0.12,69.54,4.47,31.29,192.2,17.88,374.06
TwinFallscity,0.17,6.75,0.0,1.34,-0.970421871317464,6.7,14.44,4.35,75.22,95.12,1.3,8.53,46.13,3.09,43.21,388.85,37.03,438.23
Minnetonkacity,0.92,0.81,100.0,0.41,2.2646712231911383,2.18,2.06,3.65,85.62,92.88,0.21,0.33,53.1,0.0,25.36,132.67,17.56,374.06
EastProvidencecity,4.35,1.68,100.0,4.88,-0.0511430591562573,6.93,6.79,5.57,77.15,95.88,1.63,1.64,65.57,0.0,40.24,422.48,40.24,150.88
Cohoescity,0.64,0.65,100.0,1.37,-0.8392646712231911,8.41,13.14,7.11,62.98,93.38,4.74,4.95,55.3,0.0,18.93,88.36,21.08,669.02
GlensFallscity,1.16,1.05,100.0,0.47,-0.4865661088852227,7.71,10.97,5.84,68.14,93.3,2.5,4.47,53.85,0.0,88.65,125.58,21.08,1987.15
Dyersburgcity,19.32,0.44,0.0,0.18,-1.3419750176761724,14.06,22.74,7.35,63.43,95.1,2.32,10.84,50.67,22.22,111.1,333.3,0.0,966.56
Cromwelltown,2.51,1.82,89.17,1.25,1.8299552203629508,2.27,2.61,3.09,84.1,95.52,0.88,0.35,51.61,0.0,78.98,379.09,0.0,134.26
Bloomfieldtownship,2.39,1.24,100.0,1.18,6.245580956870139,1.49,1.42,2.08,91.46,95.02,0.0,0.2,59.03,0.0,45.83,219.96,27.5,374.06
Cranstoncity,2.42,2.01,100.0,1.92,0.3637756304501532,6.39,6.52,5.96,78.22,96.18,0.94,1.68,63.0,0.0,46.89,441.52,20.84,166.71
Marshallcity,41.65,2.79,0.0,1.04,-1.4569879802026868,14.04,25.49,8.43,63.28,89.04,3.68,12.5,54.68,29.46,151.5,412.41,42.08,938.43
CoralGablescity,3.42,41.85,100.0,6.93,1.8931180768324296,3.79,6.47,4.03,79.7,93.35,2.45,1.25,45.18,2.36,552.06,1986.46,16.51,974.36
Hagerstowncity,6.3,0.78,100.0,0.53,-1.011312750412444,10.46,15.82,4.28,61.26,92.07,9.24,8.45,47.81,0.0,146.96,270.72,54.14,618.78
Vernontown,2.26,2.01,96.72,1.18,1.0725901484798492,4.03,5.32,3.5,75.0,95.21,0.98,2.95,54.87,0.0,82.37,233.93,32.95,204.28
Killeencity,30.08,14.0,100.0,1.62,-1.0573886401131276,4.39,14.5,9.52,76.38,87.93,1.69,10.13,30.01,7.11,264.17,335.24,161.11,643.24
Morgantowncity,3.48,1.09,0.0,0.87,-1.5813103935894417,2.42,30.75,8.03,78.5,92.0,1.2,3.73,36.12,0.0,48.86,187.94,26.31,360.85
Athenscity,9.42,0.5,0.0,0.3,-1.435540890879095,11.0,23.33,9.34,67.25,93.44,1.18,13.46,52.07,0.0,78.4,356.35,21.38,669.95
Clintontownship,3.01,1.17,100.0,1.1,0.9160971011077068,4.33,5.65,6.03,79.54,95.64,1.15,1.3,53.34,0.0,72.53,334.33,13.6,374.06
Hamdentown,8.69,2.02,95.82,0.86,1.2223662502946029,3.83,4.36,3.83,82.45,94.95,1.37,0.97,60.29,3.77,97.95,435.12,1.88,177.06
Friendswoodcity,2.72,6.08,100.0,0.88,2.244991751119491,1.82,2.94,3.72,84.67,96.37,1.03,0.0,50.32,3.45,31.09,120.91,13.82,190.01
SanGabrielcity,1.06,36.29,100.0,17.14,0.131746405844921,11.63,15.17,6.15,73.05,95.92,1.92,2.04,44.59,10.48,429.62,709.93,23.58,822.57
SanLuisObispocity,1.9,9.42,100.0,1.64,-0.6432948385576244,4.81,27.39,5.68,70.76,94.83,0.43,1.64,29.02,0.0,78.99,271.54,118.49,589.98
Bedfordcity,2.64,4.62,100.0,0.71,1.2976667452274335,1.52,3.56,3.53,82.09,93.3,0.08,1.75,37.94,0.0,50.34,225.43,8.75,188.22
Lakevillecity,0.66,0.84,100.0,0.31,1.588380862597219,2.79,3.03,3.86,87.29,96.87,1.57,0.57,40.51,2.96,2.96,186.74,59.28,374.06
Marshfieldcity,0.19,0.63,0.0,0.67,-0.55031817110535,7.05,8.08,4.82,79.08,96.97,0.0,2.63,51.42,0.0,5.05,85.9,10.11,151.58
BigRapidscity,5.03,1.56,0.0,0.4,-1.9386047607824652,12.29,44.45,11.35,64.98,91.8,1.03,4.57,25.0,0.0,71.17,63.27,23.72,374.06
Grovescity,3.42,6.68,100.0,0.94,-0.0457223662502946,3.67,8.58,4.93,80.28,95.21,1.9,3.72,63.81,0.0,81.62,343.98,23.32,145.76
Longviewcity,19.9,4.12,100.0,1.09,-0.7145887343860476,6.11,16.98,7.22,71.28,89.81,4.11,9.08,46.98,13.4,265.26,722.09,29.47,833.29
Norfolkcity,39.05,2.91,100.0,0.73,-0.928352580721188,9.33,19.32,6.1,62.76,90.6,3.94,10.51,39.31,25.42,585.59,891.1,55.36,1135.5
Birminghamcity,63.27,0.39,99.45,0.38,-1.4433184067876503,10.79,24.82,9.24,52.09,89.59,7.24,6.13,57.21,40.84,630.15,1309.06,79.42,2466.68
McCombcity,46.2,0.46,0.0,0.37,-1.9870374734857412,16.06,37.49,10.95,50.4,90.78,1.75,10.46,62.07,32.63,244.74,358.95,24.47,750.53
RoundRockcity,5.54,18.74,0.0,2.39,0.2105821352816403,2.52,9.05,4.03,78.66,90.33,3.18,5.7,35.37,2.37,35.53,213.19,14.21,184.77
Bridgeporttown,26.6,26.5,100.0,7.56,-0.3225312279047843,13.24,17.07,10.62,53.59,91.44,13.77,8.66,50.12,40.84,1172.43,2457.56,144.3,1908.96
Onalaskacity,0.22,0.38,100.0,0.35,0.1394060806033467,3.56,5.21,2.91,80.59,96.87,0.73,0.68,49.64,0.0,7.82,54.75,0.0,54.75
Northvilletownship,6.17,1.07,96.23,0.96,2.8310157907141176,2.2,1.58,3.19,85.79,94.1,1.04,0.11,46.74,0.0,16.87,140.54,11.24,374.06
Lincolnwoodvillage,0.11,3.24,100.0,3.21,3.0483148715531465,1.53,2.16,4.13,90.3,97.9,0.0,0.34,69.38,0.0,153.94,359.19,25.66,374.06
Lawrencevillecity,5.68,1.82,100.0,1.5,0.3988922931887815,5.02,8.85,4.29,76.51,92.66,0.82,6.14,34.36,0.0,64.54,465.63,32.27,364.21
SouthBurlingtoncity,0.56,0.91,100.0,0.55,1.286471835965119,1.14,3.62,2.46,76.75,95.24,0.39,0.66,43.35,0.0,30.57,122.28,21.08,122.28
Indianolacity,0.28,0.49,0.0,0.14,-0.3094508602403959,4.47,7.29,3.34,77.72,96.33,0.0,2.36,48.84,0.0,0.0,55.51,21.08,21.66
MountPleasanttown,9.19,0.93,100.0,0.35,0.8442139995286354,2.81,5.81,1.97,79.98,94.74,1.22,2.07,36.3,2.9,23.18,211.54,0.0,147.79
AlbertLeacity,0.03,4.9,0.0,0.46,-0.9497996700447796,7.18,11.62,9.37,76.67,94.99,1.01,4.09,59.93,0.0,11.08,216.07,16.62,374.06
Hendersoncity,24.27,5.28,0.0,1.58,-0.966650954513316,10.02,20.24,7.72,71.1,88.22,1.75,13.14,58.04,16.7,200.38,1235.7,0.0,374.06
LakeWorthcity,14.91,15.71,100.0,8.17,-1.1520150836672165,4.46,17.08,5.64,62.69,80.38,3.46,7.87,42.8,18.74,640.26,1286.78,0.0,1680.3
Bethlehemtownship,1.21,2.55,90.09,0.71,1.2719773744991751,2.68,2.88,2.87,88.98,96.52,0.49,0.84,57.64,0.0,23.94,71.83,5.99,83.81
MichiganCitycity,22.54,1.76,0.0,0.74,-0.9797313221777044,7.07,16.41,7.88,62.08,89.76,7.68,8.2,57.65,11.7,269.01,1064.36,20.47,663.76
Kenoshacity,6.39,5.89,100.0,1.5,-0.4325948621258543,9.97,12.73,7.8,68.34,95.9,2.74,4.39,53.32,9.32,150.34,363.6,38.46,536.08
WestWindsortownship,2.58,2.66,0.0,2.11,5.357765731793542,2.52,3.32,2.85,93.55,92.01,0.21,0.54,37.7,6.07,42.51,740.92,0.0,103.24
SantaBarbaracity,2.24,31.46,100.0,9.09,0.2623144001885458,6.01,12.68,4.6,69.29,94.82,0.53,2.54,41.54,5.81,184.76,262.62,20.92,779.72
Harveycity,79.99,6.49,100.0,1.97,-0.9710110770681122,20.55,25.57,17.3,46.13,88.0,29.5,15.23,57.0,40.84,1172.43,2457.56,38.75,374.06
Danvillecity,36.62,0.52,100.0,0.45,-1.2995522036295075,9.47,18.96,8.71,60.31,93.2,6.5,10.52,59.51,18.26,142.41,149.71,31.04,385.23
Logansportcity,1.17,0.6,0.0,0.14,-1.2854112656139525,7.81,15.86,9.68,66.81,93.33,2.44,8.77,58.62,0.0,11.75,64.63,0.0,82.26
Moorparkcity,1.55,22.02,100.0,5.43,3.4087909497996702,3.37,4.29,3.58,88.3,96.29,0.0,0.92,28.32,3.43,41.15,150.88,27.43,236.6
RedBankcity,5.46,1.11,100.0,0.08,-0.757247230732972,3.53,9.92,4.97,69.37,89.35,0.9,3.5,52.45,0.0,83.33,474.96,16.67,716.61
Augustacity,55.99,0.75,100.0,0.41,-1.900306386990337,17.75,33.31,9.64,38.93,87.17,4.91,12.67,50.51,33.82,471.17,1201.59,36.07,845.39
Bartletttown,2.42,0.7,100.0,0.49,1.87426349281169,1.55,2.33,2.41,88.51,96.01,0.28,0.38,47.99,0.0,48.08,105.17,21.08,204.32
Goshentown,7.17,4.49,0.0,0.88,1.7823473957105822,3.74,4.71,4.9,84.14,93.11,2.35,1.33,59.11,0.0,0.0,34.49,21.08,21.66
WestOrangetownship,5.73,4.42,100.0,3.45,2.1607353287768087,3.47,4.14,4.03,84.59,97.15,1.38,0.51,65.23,0.0,163.78,1133.84,2.52,297.32
Redmondcity,1.32,2.46,100.0,1.67,1.279519208107471,2.07,3.63,2.85,78.9,94.53,0.37,0.7,36.9,2.47,44.54,215.27,39.59,143.51
Madisonborough,4.44,2.81,100.0,2.27,2.950388875795428,2.09,3.74,3.51,83.38,97.05,1.22,0.52,50.74,0.0,25.25,119.92,0.0,50.49
Brooklinetown,3.1,2.92,100.0,3.08,1.668277162385105,4.07,8.61,4.8,77.06,96.07,0.6,0.53,49.81,1.77,127.73,624.48,7.1,475.46
Scituatetown,0.39,0.75,84.67,0.61,2.4278812161206695,4.77,3.91,4.75,84.75,86.4,9.47,0.61,67.4,0.0,5.6,84.03,61.62,39.21
LaGrangecity,42.35,0.59,0.0,0.7,-1.1300966297431063,11.51,21.33,8.82,56.41,89.25,3.91,12.32,48.88,14.5,224.71,489.29,10.87,1138.05
BellGardenscity,0.53,87.53,100.0,30.37,-0.8981852462880038,15.54,26.08,13.37,68.79,96.84,2.65,10.34,41.95,18.76,501.82,921.56,23.45,1313.17
Lufkincity,27.22,9.64,0.0,2.23,-1.070469007777516,7.75,20.94,6.37,70.39,89.86,4.19,8.01,50.5,18.6,164.31,455.73,15.5,796.75
EastWindsortownship,6.44,5.43,0.0,1.28,2.169219891586142,2.26,2.82,3.37,83.59,94.43,0.4,0.49,53.38,0.0,26.12,126.23,0.0,95.76
Hutchinsoncity,0.17,0.9,0.0,0.7,-0.2296724016026396,5.6,7.43,3.23,80.59,94.1,1.42,2.36,50.52,7.89,7.89,126.26,31.57,374.06
Bothellcity,0.83,1.86,100.0,0.52,0.6738156964411973,2.5,3.63,3.3,78.76,95.59,0.88,0.93,42.69,0.0,75.42,407.27,113.13,211.18
Kirkwoodcity,5.93,0.69,100.0,0.62,1.257600754183361,1.6,2.82,3.12,81.26,95.84,1.64,0.12,62.96,3.51,59.59,136.7,17.53,234.84
FountainValleycity,0.95,8.11,100.0,4.14,2.924110299316521,4.66,3.54,3.96,82.26,96.6,0.16,0.27,56.39,5.38,157.86,694.23,16.14,270.88
Franklincity,17.99,0.92,0.0,0.62,0.1068819231675701,4.79,7.25,3.52,73.31,89.48,0.43,3.39,38.41,3.89,108.87,291.61,15.55,497.69
Martinsburgcity,8.56,1.16,0.0,0.52,-1.0897949563987746,6.77,16.07,8.38,67.54,90.55,3.65,10.55,52.17,20.04,133.6,434.2,100.2,387.44
Bartowcity,29.48,3.41,0.0,1.29,-0.6705161442375678,8.94,16.42,6.16,61.62,91.28,2.93,11.64,56.46,6.57,335.02,1156.15,13.14,1517.44
Kingstonborough,0.23,0.48,100.0,0.67,-0.702215413622437,4.92,9.08,4.06,78.77,95.18,0.95,1.73,67.2,0.0,28.93,122.94,72.32,130.17
