communityname,racepctblack,pctUrban,pctWPubAsst,PctPopUnderPov,PctHousOccup,PctSameHouse85,arsons,arsonsPerPop
Manitowoccity,0.22,0.0,8.02,10.65,95.75,60.66,1.9459101490553132,18.0
Roswellcity,2.56,0.0,10.49,21.62,88.78,49.94,3.218875824868201,49.71
GreenOaktownship,2.7,0.0,2.9,2.87,91.45,51.69,1.3862943611198906,25.16
Eastontown,1.7,74.01,4.01,4.0,95.95,61.57,0.0,0.0
Hermistoncity,0.88,0.0,9.49,19.76,93.99,41.64,0.6931471805599453,8.89
Carrborotown,16.71,100.0,2.95,29.43,92.29,16.96,0.0,0.0
ElkGroveVillagevillage,0.79,100.0,2.26,2.72,96.67,55.45,2.8903717578961645,48.96
LittleRockcity,33.98,100.0,5.67,14.62,89.6,48.8,5.1647859739235145,96.23
Thomasvillecity,52.56,0.0,14.9,25.98,90.45,49.27,2.3978952727983707,53.27
GrandJunctioncity,0.82,100.0,9.59,21.65,93.52,36.2,2.995732273553991,58.38
Beltoncity,8.68,100.0,9.66,25.98,90.37,45.78,0.6931471805599453,7.04
Gallupcity,1.16,0.0,8.48,22.96,92.51,47.74,2.5649493574615367,59.0
NiagaraFallscity,15.58,100.0,12.73,18.64,90.69,63.29,1.791759469228055,21.08
Lakewoodtownship,14.11,97.87,7.14,16.09,91.41,57.34,3.688879454113936,84.06
Menashacity,0.03,100.0,7.57,9.92,96.97,55.51,0.6931471805599453,6.38
BrownDeervillage,6.45,100.0,1.75,4.54,95.42,62.4,0.0,0.0
NorthCharlestoncity,34.35,100.0,7.96,21.73,88.32,29.01,2.4849066497880004,16.2
NorthMiamicity,31.88,100.0,4.62,15.48,91.04,43.15,2.6390573296152584,23.93
Waukeshacity,0.56,100.0,5.07,6.13,96.24,46.4,2.8903717578961645,28.04
GroveCitycity,0.54,100.0,3.89,5.82,96.18,47.3,0.0,0.0
Smithfieldtown,0.55,83.02,4.09,4.34,97.24,59.51,1.3862943611198906,15.18
Bluefieldcity,22.62,0.0,8.85,19.92,87.18,68.32,0.0,0.0
Tarborotown,31.56,0.0,8.95,13.39,93.83,55.16,2.0794415416798357,63.69
Pennsaukentownship,14.69,100.0,5.33,5.46,97.57,65.77,2.0794415416798357,19.5
Perrysburgcity,0.64,100.0,2.33,2.12,95.52,50.3,0.0,0.0
Cullmancity,0.2,0.0,10.92,17.25,94.72,51.7,1.791759469228055,21.08
Veronatownship,1.76,100.0,1.92,1.73,96.36,70.4,0.0,0.0
Fultoncity,0.56,0.0,14.04,16.3,94.08,51.65,1.6094379124341005,30.81
Jacksoncity,55.75,100.0,10.83,22.68,90.54,54.94,4.983606621708336,74.31
Azusacity,3.84,100.0,12.24,14.28,95.61,42.76,2.5649493574615367,27.71
Barringtontown,0.33,100.0,2.83,1.8,96.36,65.65,1.0986122886681098,12.67
UpperChichestertownship,7.95,100.0,4.18,4.15,93.13,64.89,1.3862943611198906,19.66
Homewoodcity,8.23,100.0,2.61,6.66,94.99,42.54,1.791759469228055,21.08
Englewoodcity,39.47,100.0,5.71,8.42,95.32,58.38,0.6931471805599453,4.0
Daytoncity,40.43,100.0,15.5,26.53,90.42,51.74,5.564520407322694,144.99
SanLeandrocity,5.75,100.0,5.49,4.98,96.49,55.58,3.4011973816621555,41.52
Simpsonvilletown,10.13,100.0,3.76,4.04,94.07,50.92,0.0,0.0
Tooelecity,0.36,0.0,6.95,11.94,93.29,53.88,0.0,0.0
CanonCitycity,1.35,0.0,7.98,18.95,90.19,46.79,0.6931471805599453,6.97
Summervilletown,17.84,100.0,5.11,9.83,91.73,35.15,0.0,0.0
WestWhitelandtownship,4.2,97.55,1.1,1.55,93.9,46.94,1.0986122886681098,15.86
WhitePlainscity,19.03,100.0,4.71,7.68,93.81,60.63,1.6094379124341005,8.05
DelCitycity,10.97,100.0,5.89,14.87,85.33,58.27,1.0986122886681098,8.37
ElkRivercity,0.17,0.0,5.41,7.0,96.01,43.12,0.6931471805599453,7.55
Ridgelandcity,12.05,100.0,2.06,4.88,91.6,29.75,0.0,0.0
Laurelcity,13.98,100.0,2.36,3.5,94.5,29.02,1.791759469228055,21.08
Collingswoodborough,3.04,100.0,4.15,6.09,95.03,59.85,1.0986122886681098,13.86
LosAltoscity,0.41,100.0,2.84,1.23,97.33,68.37,2.4849066497880004,38.81
Owassocity,1.33,0.0,4.71,8.57,92.51,42.91,1.9459101490553132,45.94
Milpitascity,5.86,100.0,7.01,4.9,97.47,42.19,1.6094379124341005,7.12
Monroetown,1.65,58.3,1.71,2.09,96.96,64.0,1.3862943611198906,17.49
Middletowntownship,1.9,99.52,3.38,2.43,96.35,66.86,0.6931471805599453,1.4
SanRafaelcity,2.94,100.0,5.21,8.08,96.01,45.43,3.218875824868201,49.09
ElPasocity,3.44,99.97,9.74,25.32,95.21,52.51,6.135564891081739,78.11
Pembroketown,0.5,42.9,5.15,4.11,95.6,67.62,0.0,0.0
Wheelingcity,4.46,100.0,8.21,16.91,87.8,62.6,2.3978952727983707,29.34
Northbridgetown,0.43,76.34,7.06,5.86,94.83,57.59,0.0,0.0
Moultriecity,45.09,0.0,20.81,34.5,90.8,51.59,1.6094379124341005,25.45
ElRenocity,9.0,0.0,6.15,20.96,85.51,46.55,2.9444389791664403,113.24
Bergenfieldborough,4.19,100.0,3.68,3.34,97.39,69.04,0.6931471805599453,4.0
SpringGardentownship,1.02,96.05,1.74,4.73,97.44,58.46,0.6931471805599453,8.77
LomaLindacity,6.37,100.0,11.8,11.76,92.29,28.06,1.0986122886681098,10.77
Moscowcity,0.88,0.0,3.72,23.4,97.38,27.53,1.6094379124341005,20.61
Hurstcity,2.61,100.0,3.24,7.77,92.59,47.78,2.0794415416798357,19.49
TerreHautecity,9.42,100.0,9.56,20.43,89.25,48.43,3.218875824868201,39.52
Brawleycity,2.48,0.0,19.49,24.31,94.56,52.49,2.833213344056216,72.94
Oregoncity,1.11,100.0,6.42,7.67,94.48,62.66,2.0794415416798357,38.13
Freeportcity,15.27,0.0,9.91,24.2,78.39,47.24,1.9459101490553132,48.69
Edwardsvillecity,7.31,100.0,3.92,9.0,93.89,51.66,1.0986122886681098,13.13
Penntownship,0.46,69.81,3.73,3.75,97.27,73.39,2.0794415416798357,59.04
LowerMorelandtownship,0.31,100.0,2.54,2.33,97.9,74.33,0.6931471805599453,8.36
Manheimtownship,1.06,90.75,2.79,2.42,96.79,56.23,1.3862943611198906,10.21
SanBernardinocity,16.01,100.0,17.98,22.79,92.65,40.1,4.976733742420574,78.85
WestHollywoodcity,3.42,100.0,8.39,11.43,94.74,42.21,3.044522437723423,57.78
Rochestercity,31.53,100.0,16.52,23.5,92.54,45.53,5.855071922202427,150.81
Normancity,3.57,92.66,3.22,15.04,89.5,36.91,2.3978952727983707,11.39
TheColonycity,4.77,0.0,1.33,2.85,94.69,42.45,3.258096538021482,92.69
Gladstonecity,0.46,100.0,2.63,3.89,98.08,52.9,2.0794415416798357,63.69
Lowellcity,2.39,100.0,14.64,17.99,91.85,48.07,5.117993812416755,171.88
LaPortecity,7.1,100.0,4.01,8.82,91.75,47.39,1.791759469228055,15.87
Victoriacity,7.94,100.0,8.51,18.88,90.71,50.88,3.091042453358316,34.02
Gainesvillecity,23.5,0.0,8.46,18.74,90.71,47.0,2.4849066497880004,55.34
Yarmouthtown,1.09,99.32,6.95,9.5,60.29,53.71,2.0794415416798357,31.18
Soloncity,3.37,100.0,0.89,2.48,96.06,57.81,0.0,0.0
Davenportcity,7.89,99.68,8.0,15.59,92.22,51.41,4.204692619390966,67.75
Raleighcity,27.58,100.0,4.07,11.8,92.64,36.91,3.4011973816621555,12.04
Rexburgcity,0.29,0.0,3.97,41.77,96.17,27.5,0.6931471805599453,6.72
Camdencity,56.42,100.0,26.92,36.56,88.35,55.36,5.726847747587197,178.53
Cranberrytownship,0.47,0.0,1.84,2.54,95.49,50.97,0.0,0.0
ElMontecity,0.99,100.0,15.41,22.51,96.19,45.15,4.31748811353631,70.35
Hudsontown,0.56,69.47,2.96,2.89,96.06,51.27,1.791759469228055,25.34
Austincity,12.43,100.0,4.5,17.93,88.53,36.25,6.415096959171596,121.51
OldBridgetownship,3.35,97.18,3.27,3.47,94.64,59.15,3.044522437723423,33.99
Hannibalcity,6.34,0.0,11.13,19.21,89.84,53.07,2.3978952727983707,54.76
Worcestercity,4.52,100.0,12.78,15.3,92.14,52.72,1.791759469228055,21.08
Greenwoodcity,43.14,0.0,11.17,22.9,91.93,50.91,1.3862943611198906,12.92
Snydercity,4.18,0.0,6.72,18.61,84.27,52.41,0.6931471805599453,8.07
TarponSpringscity,8.04,100.0,5.31,10.82,81.15,48.4,0.0,0.0
Keizercity,0.5,100.0,5.42,7.05,97.15,46.21,2.4849066497880004,40.08
LincolnParkborough,0.95,100.0,2.5,1.6,96.22,52.89,0.6931471805599453,8.98
Lackawannacity,8.79,100.0,10.65,16.68,94.14,69.86,1.791759469228055,21.08
Englewoodcity,1.62,100.0,2.46,3.14,97.28,55.59,2.0794415416798357,61.81
Roanokecity,24.27,100.0,8.82,16.08,92.44,53.69,4.060443010546419,58.39
KansasCitycity,29.59,99.63,7.86,15.32,88.02,51.94,6.269096283706261,118.28
Florencecity,17.07,100.0,7.91,18.55,93.7,51.56,1.791759469228055,21.08
Cortlandcity,1.4,0.0,8.94,20.2,94.94,41.64,2.772588722239781,75.18
Norwalkcity,3.25,100.0,10.72,9.29,96.69,55.42,3.091042453358316,20.74
Yonkerscity,14.11,100.0,9.15,11.03,95.42,67.23,4.499809670330265,48.59
BocaRatoncity,2.9,100.0,2.24,5.51,79.58,45.32,2.0794415416798357,10.38
Hamburgtownship,1.47,0.0,2.82,3.23,87.13,51.61,1.3862943611198906,22.32
Northfieldcity,0.73,0.0,3.43,10.89,95.82,34.58,1.9459101490553132,37.27
ThousandOakscity,1.22,100.0,3.46,4.22,96.54,45.95,3.9318256327243257,44.83
Rosevillecity,1.64,100.0,3.28,3.71,95.4,58.1,2.302585092994046,26.96
Brunswickcity,58.24,100.0,16.03,26.25,89.28,51.96,0.0,0.0
Goldsborocity,47.44,100.0,13.12,21.16,93.57,42.74,2.5649493574615367,26.2
SanJosecity,4.7,100.0,8.94,9.31,96.47,45.6,5.765191102784844,38.65
Oneontacity,2.13,0.0,5.83,23.4,93.38,35.25,1.0986122886681098,15.35
Folsomcity,9.9,100.0,6.44,5.17,92.98,28.91,0.0,0.0
LongBeachcity,7.76,100.0,5.91,8.31,88.5,55.11,1.791759469228055,21.08
Farmingtoncity,0.81,0.0,6.5,15.23,91.31,49.23,2.70805020110221,37.86
Tredyffrintownship,3.94,92.67,1.39,1.8,95.83,54.35,1.9459101490553132,21.05
Shelbyvillecity,17.01,0.0,11.33,19.77,92.23,51.24,1.3862943611198906,18.84
Maywoodcity,0.41,100.0,10.52,21.26,97.25,47.97,2.302585092994046,32.74
Webstertown,0.73,94.41,8.02,9.27,88.85,58.4,0.6931471805599453,5.93
Tiffincity,1.4,0.0,6.51,10.69,93.94,57.23,1.3862943611198906,16.12
Hanovertownship,1.04,100.0,2.64,1.23,97.63,71.58,0.6931471805599453,8.37
Colchestertown,0.55,68.82,3.27,4.44,85.22,45.0,1.791759469228055,21.08
Spartanburgcity,45.63,100.0,12.23,21.79,93.1,52.4,2.3978952727983707,21.82
Goffstowntown,0.29,60.79,1.51,3.14,94.76,52.39,1.3862943611198906,20.3
Austincity,0.21,0.0,7.73,10.27,95.4,60.54,1.0986122886681098,9.11
Hanfordcity,5.27,0.0,16.21,15.65,93.5,45.13,2.1972245773362196,23.43
Charlottecity,31.78,100.0,5.19,10.83,93.29,45.81,5.966146739123692,71.49
Anacortescity,0.54,0.0,6.91,11.56,93.53,47.55,2.1972245773362196,61.15
Concordcity,20.56,100.0,7.47,12.13,93.04,54.46,2.833213344056216,50.89
Chattanoogacity,33.67,100.0,9.76,18.18,89.33,53.12,4.574710978503383,62.08
MillValleycity,1.4,100.0,2.85,3.28,97.0,53.67,0.6931471805599453,7.54
SugarLandcity,4.97,100.0,1.37,2.5,94.42,47.58,1.791759469228055,15.9
Portlandcity,0.82,100.0,1.83,7.03,90.23,45.34,1.0986122886681098,14.39
Fallstownship,3.54,100.0,4.29,4.28,94.28,60.86,1.6094379124341005,11.24
Peterstownship,0.41,84.41,1.85,2.51,96.83,59.43,2.0794415416798357,47.58
Huntingtoncity,0.2,0.0,4.33,8.8,93.95,53.11,1.3862943611198906,17.55
Gaffneycity,39.06,0.0,10.17,20.75,92.29,60.37,0.0,0.0
DesMoinescity,3.75,100.0,5.12,7.42,94.84,34.91,2.3978952727983707,52.3
Radfordcity,6.0,0.0,5.44,32.21,94.74,33.85,2.0794415416798357,43.9
Bristoltown,0.46,100.0,5.92,5.8,93.67,56.6,0.0,0.0
Ridgewoodvillage,1.99,100.0,2.25,2.1,96.4,64.1,1.6094379124341005,16.17
Enniscity,18.19,0.0,8.31,16.54,91.54,55.38,0.6931471805599453,6.86
Wauwatosacity,1.24,100.0,2.51,3.29,97.83,59.06,1.791759469228055,21.08
HarperWoodscity,0.89,100.0,2.5,4.42,97.45,65.69,1.791759469228055,34.86
Ardmorecity,11.75,0.0,9.21,22.03,87.22,52.82,1.0986122886681098,8.42
NewOrleanscity,61.92,99.96,14.8,31.63,83.45,54.71,1.791759469228055,21.08
Prichardcity,79.42,100.0,21.41,44.08,85.3,58.72,1.791759469228055,21.08
MontereyParkcity,0.64,100.0,13.8,16.42,96.09,50.94,1.0986122886681098,3.44
Downeycity,3.36,100.0,6.74,8.05,96.24,49.24,3.8501476017100584,45.82
Hopewellcity,25.58,100.0,7.39,14.41,93.65,54.15,3.5263605246161616,133.61
Wakefieldtown,0.44,100.0,5.4,4.16,97.65,70.63,0.0,0.0
Edmondcity,3.1,98.41,2.85,7.33,91.06,43.57,3.091042453358316,34.09
Waynecity,7.51,100.0,8.71,9.58,97.45,57.4,2.70805020110221,72.17
Weymouthtown,0.99,100.0,5.32,4.13,94.95,64.23,2.4849066497880004,19.75
Mobilecity,38.93,100.0,8.39,22.43,91.09,53.73,3.970291913552122,25.23
Andovercity,0.32,100.0,2.48,3.64,98.03,49.64,0.6931471805599453,4.95
Gadsdencity,28.18,100.0,10.34,20.44,91.47,58.53,1.791759469228055,21.08
Rutlandcity,0.39,0.0,10.93,12.1,93.01,50.62,1.791759469228055,21.08
Appletoncity,0.25,100.0,5.41,7.09,97.19,53.88,3.258096538021482,35.64
Portagecity,2.78,100.0,3.03,4.21,95.87,52.2,2.6390573296152584,30.4
Terrellcity,36.35,0.0,11.46,23.22,87.94,53.55,1.0986122886681098,15.07
Kerrvillecity,4.1,0.0,6.71,15.11,85.86,48.39,2.1972245773362196,41.34
Barnegattownship,1.59,0.0,2.54,5.43,84.92,50.51,1.791759469228055,39.69
Columbiacity,43.69,97.73,7.38,21.17,91.85,39.07,2.6390573296152584,12.45
Cloviscity,1.72,100.0,11.05,10.34,96.67,34.79,3.4011973816621555,47.87
Owossocity,0.14,0.0,11.92,15.71,96.44,56.49,2.0794415416798357,41.89
NewSmyrnaBeachcity,8.12,100.0,7.36,14.01,68.6,49.19,0.0,0.0
Danburytown,6.57,100.0,3.98,5.76,92.85,52.6,2.5649493574615367,18.55
Lexingtoncity,29.65,0.0,9.82,18.55,93.31,56.06,2.1972245773362196,42.39
Mundytownship,1.48,50.33,3.92,3.77,97.15,61.07,1.0986122886681098,16.91
Columbuscity,22.57,100.0,9.43,17.26,92.42,42.29,6.937314081223682,161.1
Haverhillcity,2.01,100.0,8.39,8.83,91.81,53.96,3.4339872044851463,56.34
Commercecity,0.78,100.0,18.43,17.53,97.57,57.0,1.9459101490553132,48.32
Alpenacity,0.24,0.0,10.47,13.45,94.24,56.46,2.0794415416798357,61.68
Elizabethtowncity,7.74,0.0,7.79,14.7,92.51,46.77,1.0986122886681098,10.24
Oxnardcity,5.25,100.0,11.02,12.52,95.28,47.7,4.04305126783455,38.2
Bellefontainecity,6.05,0.0,10.25,13.44,92.82,51.61,0.0,0.0
Winchestercity,10.02,0.0,5.73,11.3,92.62,45.92,2.0794415416798357,29.12
RichmondHeightscity,15.19,100.0,2.64,7.31,94.79,57.57,0.6931471805599453,9.48
DanaPointcity,0.6,100.0,3.19,7.17,86.6,38.16,2.0794415416798357,20.82
Houstoncity,28.09,100.0,7.06,20.74,84.92,45.36,7.346010209913293,89.31
Danverstown,0.51,100.0,3.25,4.59,96.64,66.31,0.0,0.0
Greenwoodcity,59.17,0.0,21.1,37.31,92.64,54.25,2.0794415416798357,36.88
ClevelandHeightscity,37.1,100.0,5.13,8.46,96.11,57.89,0.0,0.0
Cambridgecity,13.5,100.0,6.43,10.7,93.87,42.92,3.091042453358316,22.38
Dunkirkcity,3.77,0.0,14.32,18.67,94.96,63.16,1.791759469228055,36.03
NorthHuntingdontownship,0.24,90.4,3.79,5.32,97.53,76.94,0.6931471805599453,3.49
NewBritaintown,7.58,100.0,9.08,12.8,93.3,51.71,0.6931471805599453,1.43
Springvillecity,0.07,100.0,7.5,12.97,96.1,53.98,0.6931471805599453,6.2
Athenscity,4.63,0.0,5.54,44.66,95.0,20.02,0.0,0.0
VestaviaHillscity,1.13,100.0,1.95,2.59,95.97,51.65,1.791759469228055,21.08
Hilltowntownship,0.76,17.13,3.0,3.11,97.51,64.56,0.0,0.0
Baltimorecity,59.21,100.0,16.45,21.87,91.04,57.99,6.302618975744905,76.52
ElCerritocity,9.26,100.0,5.64,5.17,96.25,58.47,2.302585092994046,39.73
Watertowncity,0.15,0.0,8.23,10.81,97.36,54.75,1.791759469228055,23.98
Elgincity,7.31,100.0,4.98,7.83,96.17,46.06,3.295836866004329,31.83
McAllencity,0.34,100.0,13.98,32.75,87.09,54.17,3.044522437723423,20.6
Olympiacity,1.24,100.0,6.88,13.01,93.87,37.78,2.1972245773362196,19.81
Fairfieldtown,0.82,91.77,2.55,3.61,95.88,63.77,1.6094379124341005,7.38
Ringwoodborough,1.8,100.0,3.33,1.74,95.53,72.24,0.6931471805599453,7.51
NorthLauderdalecity,14.54,100.0,3.04,6.68,92.56,36.97,2.1972245773362196,28.74
NewBraunfelscity,1.26,0.0,5.73,14.93,90.35,54.42,2.302585092994046,28.36
YorbaLindacity,1.1,100.0,2.02,1.9,96.73,41.03,3.1780538303479458,37.21
Bloomfieldtownship,4.3,100.0,3.67,5.72,95.66,65.19,1.791759469228055,10.93
LauderdaleLakescity,45.6,100.0,4.85,14.17,85.93,47.72,1.3862943611198906,10.69
Winonacity,0.66,0.0,5.56,17.15,96.41,46.25,1.6094379124341005,15.46
HoffmanEstatesvillage,2.87,100.0,2.05,2.02,95.88,46.69,2.4849066497880004,23.11
GooseCreekcity,12.72,100.0,3.15,8.96,96.28,27.71,0.6931471805599453,3.63
Medfordcity,0.26,100.0,7.44,14.42,95.85,38.1,3.80666248977032,82.17
PinellasParkcity,0.96,100.0,5.48,9.28,88.31,48.35,2.9444389791664403,39.34
Bethanycity,1.95,100.0,3.93,8.67,86.78,54.02,2.0794415416798357,34.84
Mustangcity,0.73,100.0,3.1,3.86,92.31,51.11,1.0986122886681098,17.17
Secaucustown,2.39,100.0,3.52,5.18,89.67,64.37,0.6931471805599453,6.47
Comptoncity,54.83,100.0,23.3,27.5,96.06,54.33,3.367295829986474,28.88
Salisburycity,35.19,0.0,9.11,15.58,92.49,49.85,2.70805020110221,49.49
Lawrencecity,10.72,100.0,3.61,7.44,91.32,40.85,0.6931471805599453,3.65
Trentoncity,0.16,100.0,4.36,4.21,97.23,66.73,1.791759469228055,25.11
Salisburycity,27.36,0.0,6.77,17.05,93.4,38.79,3.1780538303479458,102.85
LakeCitycity,38.46,0.0,14.08,24.78,86.85,51.83,1.3862943611198906,29.44
CapeGirardeaucity,8.05,0.0,5.92,18.04,91.9,46.73,1.0986122886681098,5.52
McMinnvillecity,4.96,0.0,10.51,20.8,92.48,49.87,2.302585092994046,73.24
OakHarborcity,4.41,0.0,4.51,8.4,96.73,25.02,1.791759469228055,26.3
Cinnaminsontownship,5.29,100.0,3.86,2.34,97.74,76.44,0.0,0.0
Lakewoodcity,3.69,100.0,5.62,4.87,97.41,60.05,3.4011973816621555,36.33
GrossePointeFarmscity,0.23,100.0,1.81,1.33,97.21,69.66,0.0,0.0
TwoRiverscity,0.21,0.0,7.3,9.09,95.38,65.9,1.0986122886681098,15.04
Claytoncity,3.21,100.0,0.84,4.57,92.83,39.69,0.6931471805599453,7.23
Romecity,29.71,100.0,10.51,18.65,91.67,48.75,2.995732273553991,59.67
Altoonacity,1.53,100.0,11.6,18.03,91.13,65.83,3.1354942159291497,41.81
Atascaderocity,1.12,0.0,7.91,7.84,95.59,41.31,1.9459101490553132,24.64
VadnaisHeightscity,0.72,100.0,1.99,2.7,97.37,43.73,0.6931471805599453,7.47
MountClemenscity,17.79,100.0,11.32,11.85,94.31,58.4,1.9459101490553132,31.58
Burlesoncity,0.16,0.0,3.94,6.62,94.91,51.7,2.1972245773362196,43.3
Hoovercity,3.31,100.0,1.24,3.04,94.28,43.63,1.791759469228055,21.08
Lawrencetownship,8.04,93.97,2.67,3.72,94.47,49.09,1.6094379124341005,15.09
Readingtown,0.24,100.0,2.65,2.1,97.88,69.29,0.0,0.0
Brigantinecity,3.21,100.0,3.71,6.99,54.83,44.61,1.3862943611198906,24.88
Dracuttown,0.55,84.31,3.98,3.26,96.91,62.06,0.0,0.0
Brenhamcity,23.44,0.0,8.29,17.24,90.38,53.33,1.9459101490553132,46.92
Woonsocketcity,2.64,100.0,11.42,13.92,93.77,56.44,2.1972245773362196,19.77
Pinolecity,7.07,100.0,4.48,3.69,96.35,52.56,2.4849066497880004,59.31
HighlandParkborough,8.49,100.0,3.41,5.83,94.64,52.59,0.6931471805599453,7.72
Cleburnecity,5.64,0.0,6.44,14.9,88.26,51.94,2.1972245773362196,33.83
Memphiscity,54.84,100.0,11.85,22.96,92.46,53.84,6.373319789577012,94.51
Middletowntown,4.6,90.82,4.27,5.04,92.72,41.02,1.6094379124341005,20.18
Durantcity,1.26,0.0,13.97,29.11,86.82,45.1,1.791759469228055,37.55
Stillwatercity,3.73,0.0,2.98,26.41,89.86,29.96,2.9444389791664403,47.69
HermosaBeachcity,1.16,100.0,1.98,5.55,94.66,34.59,1.791759469228055,26.38
Reidsvillecity,38.95,0.0,8.63,18.5,94.13,55.82,1.791759469228055,39.66
Grandvillecity,0.72,100.0,1.87,3.67,96.12,55.1,1.3862943611198906,17.6
CoosBaycity,0.27,0.0,8.69,17.44,94.48,37.99,1.9459101490553132,34.04
Peoriacity,2.19,100.0,4.29,7.87,83.18,31.93,2.5649493574615367,16.53
LaPortecity,1.53,0.0,6.17,10.19,94.96,54.64,1.0986122886681098,8.65
Strongsvillecity,0.78,100.0,1.77,2.3,93.78,55.44,2.302585092994046,23.81
Ipswichtown,0.37,0.0,5.49,5.29,90.72,64.55,0.0,0.0
Lansingcity,17.85,100.0,13.1,19.56,93.93,48.5,4.465908118654584,71.51
Randolphtown,8.16,100.0,5.35,4.88,96.7,63.57,1.6094379124341005,12.9
PortArthurcity,42.19,98.92,11.56,28.12,86.72,61.64,4.02535169073515,91.82
Tuskegeecity,96.67,0.0,12.42,36.18,86.72,47.63,1.3862943611198906,24.51
Roswellcity,4.86,100.0,1.8,3.32,89.52,39.92,2.3978952727983707,17.84
Conneautcity,1.23,0.0,10.31,19.15,88.98,61.86,0.0,0.0
Naplescity,5.58,100.0,2.61,6.19,64.1,54.53,0.6931471805599453,4.63
WiltonManorscity,9.34,100.0,2.27,12.63,90.76,44.98,0.6931471805599453,8.3
Homesteadcity,23.0,100.0,11.17,29.91,86.47,33.71,2.1972245773362196,34.29
Ridgecrestcity,3.18,0.0,4.61,7.18,92.0,33.84,4.060443010546419,178.53
Westminstercity,0.99,100.0,3.17,6.62,93.17,43.33,2.8903717578961645,19.24
Pharrcity,0.12,100.0,19.16,44.47,78.5,59.7,3.6375861597263857,99.29
McAlestercity,7.67,0.0,10.84,19.95,89.22,55.52,2.302585092994046,50.77
Fairmontcity,0.04,0.0,5.88,11.0,94.55,59.13,1.3862943611198906,26.79
Riverviewcity,1.17,100.0,4.84,6.68,96.92,63.71,0.0,0.0
SantaMariacity,2.2,100.0,13.18,16.82,94.15,40.59,2.1972245773362196,12.07
Independencecity,1.45,99.25,5.16,9.52,93.91,54.58,3.4011973816621555,25.75
Morgantoncity,15.37,0.0,5.61,10.6,92.22,55.88,1.0986122886681098,11.31
Sylvaniatownship,1.41,94.86,2.9,3.66,94.9,50.17,1.3862943611198906,12.87
GroverCitycity,1.74,0.0,11.52,12.68,91.24,34.54,1.3862943611198906,24.6
Lewistoncity,0.14,0.0,5.14,11.33,95.53,51.34,3.1780538303479458,74.45
Delrantownship,6.94,97.97,2.25,1.88,93.86,73.17,1.3862943611198906,22.24
JeffersonCitycity,10.09,0.0,3.87,9.67,91.74,48.75,2.1972245773362196,21.48
Jacksoncity,17.67,100.0,16.76,24.71,93.84,50.34,3.1780538303479458,58.3
Libertytownship,4.27,93.33,5.86,10.68,95.18,69.27,1.791759469228055,21.08
Whittiercity,1.28,100.0,6.38,7.75,96.1,50.79,2.833213344056216,16.57
Medfieldtown,0.67,90.78,1.45,1.67,97.91,68.25,0.0,0.0
MuskegonHeightscity,69.94,100.0,30.57,35.13,92.08,58.37,2.9444389791664403,127.7
Auburncity,0.61,0.0,9.91,8.21,95.95,40.72,1.3862943611198906,25.16
Irvinecity,1.81,100.0,2.39,6.44,95.35,35.2,3.6635616461296463,30.1
Watervillecity,0.49,0.0,12.45,16.04,93.94,46.49,0.6931471805599453,6.16
PerthAmboycity,11.76,100.0,10.45,15.19,94.61,53.58,2.8903717578961645,41.79
Neenahcity,0.19,100.0,5.58,5.96,97.44,55.69,1.6094379124341005,16.28
SimiValleycity,1.52,100.0,3.85,3.56,96.64,46.11,3.218875824868201,22.33
BuffaloGrovevillage,1.02,100.0,1.17,1.54,96.17,43.75,1.0986122886681098,4.98
Ballwincity,1.6,100.0,1.51,2.49,96.21,57.04,0.0,0.0
Pittsfieldcity,3.14,100.0,10.54,9.74,93.63,57.91,0.0,0.0
MountHollytownship,18.72,100.0,9.94,13.81,95.66,55.45,2.9444389791664403,166.68
Hillsidetownship,40.76,100.0,6.29,5.98,96.66,65.08,1.791759469228055,23.16
Sylvaniacity,0.95,100.0,2.78,3.65,94.7,49.71,0.0,0.0
NorthArlingtonborough,0.23,100.0,3.74,3.43,88.26,72.8,0.0,0.0
Kearnytown,1.24,100.0,5.13,6.06,92.82,61.42,1.791759469228055,13.89
Summitcity,5.66,100.0,2.17,2.62,96.14,59.51,1.3862943611198906,14.78
PeachtreeCitycity,3.97,0.0,1.07,2.24,94.94,31.95,0.6931471805599453,3.91
Gloucestertownship,6.14,97.68,3.72,3.35,93.13,57.16,1.9459101490553132,10.7
Bryancity,17.18,100.0,6.14,22.01,89.99,42.41,2.1972245773362196,12.92
Tahlequahcity,2.51,0.0,11.08,33.2,89.78,35.2,0.6931471805599453,8.72
LaCanadaFlintridgecity,0.42,100.0,1.53,2.85,96.76,66.75,1.3862943611198906,118.16
Maplewoodtownship,11.91,100.0,2.38,3.21,97.37,64.77,1.0986122886681098,9.1
PoncaCitycity,2.93,0.0,4.75,10.74,87.3,54.35,3.218875824868201,91.5
Graftontown,1.37,73.23,3.98,4.99,95.31,61.36,0.0,0.0
Dublincity,46.17,0.0,16.09,25.36,90.73,55.98,0.0,0.0
Belmonttown,0.83,100.0,2.73,3.64,96.95,64.62,1.0986122886681098,7.8
Cumberlandtown,0.24,84.62,4.75,3.73,95.96,61.85,0.6931471805599453,3.34
DesMoinescity,7.11,100.0,7.15,12.89,94.19,51.05,5.455321115357702,119.19
Fairborncity,4.12,100.0,7.9,15.39,95.37,42.45,1.6094379124341005,13.31
