communityname,racepctblack,racePctHisp,pctUrban,PctNotSpeakEnglWell,PctPopUnderPov,medIncome,pctWPubAsst,PctUnemployed,PctHousOccup,PctSameHouse85,PctVacantBoarded,PctHousNoPhone,PctFam2Par,ViolentCrimesPerPop,murdPerPop,robbbPerPop,autoTheftPerPop,arsonsPerPop
Asheborocity,13.09,1.1,0.0,0.56,12.84,-0.8422106999764317,6.27,3.91,93.48,52.08,1.85,6.75,65.15,628.09,5.32,250.17,372.6,15.97
Clarksburgcity,3.52,1.4,0.0,0.39,17.02,-1.5975724723073297,9.39,11.12,85.96,62.46,2.54,7.71,68.87,84.57,0.0,16.91,152.23,5.64
Walnutcity,6.61,23.49,100.0,7.24,4.09,3.8760311100636344,4.13,4.28,96.97,40.48,0.41,0.43,90.18,495.28,6.15,98.44,286.09,24.61
Garycity,80.57,5.74,100.0,0.68,29.43,-1.420103700212114,17.1,16.6,87.01,64.54,32.22,9.3,43.22,2154.96,40.84,810.28,2258.2,178.53
Hammondcity,9.19,11.8,100.0,1.42,13.49,-0.5371199622908319,8.14,8.93,94.76,62.49,6.41,6.21,68.1,1395.22,9.57,336.24,1571.12,81.37
Dennistown,1.0,0.86,61.47,0.52,10.56,-0.4172755126090031,8.11,8.65,42.71,53.19,0.7,2.07,67.97,292.52,0.0,20.41,204.08,61.22
NorthCantoncity,0.52,0.64,100.0,0.45,5.14,0.1093565873202922,2.35,4.13,96.28,56.7,0.0,0.51,81.87,106.96,0.0,73.53,100.27,0.0
McMinnvillecity,0.23,7.75,0.0,2.83,12.92,-0.6555503181711053,6.54,4.83,97.48,39.52,1.75,4.99,71.84,266.29,0.0,72.63,295.34,33.89
FortPiercecity,42.37,6.43,100.0,2.87,29.23,-1.4763139288239453,11.62,12.39,82.15,45.34,2.05,15.81,46.08,2581.96,26.78,658.88,2038.25,48.21
MasonCitycity,0.93,2.91,0.0,0.39,9.63,-0.8596511901956163,6.39,4.0,94.93,55.85,2.02,4.37,75.4,1088.12,6.91,41.45,217.62,21.08
Peabodycity,1.21,2.86,100.0,3.54,4.6,0.9850341739335376,5.68,5.31,96.25,65.87,1.02,1.25,81.23,155.42,0.0,43.52,661.07,6.22
Benbrookcity,3.91,3.99,100.0,0.78,4.18,1.6335140230968654,1.48,3.59,93.86,48.61,0.0,1.72,84.17,149.6,4.68,42.08,266.48,4.68
Brownwoodcity,6.1,14.5,0.0,2.1,23.79,-1.604407259014848,11.52,9.51,86.08,48.78,3.37,12.69,70.73,695.28,0.0,73.19,198.65,52.28
Lebanoncity,1.44,6.9,0.0,2.27,14.61,-1.1574357765731793,10.12,4.84,95.2,56.04,3.79,5.21,62.65,297.37,23.48,105.65,109.56,7.83
SouthHoustoncity,2.69,59.76,100.0,14.81,21.39,-0.9375441904312988,8.91,8.2,89.33,47.82,4.47,14.75,74.73,306.54,0.0,139.94,1392.78,19.99
Kingsvillecity,3.76,62.37,0.0,6.64,27.26,-1.106292717416922,12.75,10.29,84.45,51.3,6.56,14.06,72.88,832.32,15.27,61.09,145.08,68.72
Kentwoodcity,5.59,2.01,100.0,1.05,4.98,0.3397360358237096,4.3,3.43,93.33,44.53,0.37,1.13,77.16,374.06,2.49,74.78,194.43,14.96
Butlercity,1.4,0.62,0.0,0.33,23.2,-1.655668159321235,13.59,7.39,92.86,56.9,2.84,5.56,63.03,212.73,5.91,17.73,236.36,23.64
Laceytownship,0.31,1.62,0.0,0.6,4.29,0.701861890172048,3.53,6.1,83.64,56.47,0.32,0.43,84.46,78.94,0.0,13.16,87.72,57.02
Ansoniatown,8.28,2.58,100.0,1.39,7.59,0.3228847513551732,6.21,7.55,95.42,64.5,3.2,2.96,71.61,346.99,11.02,77.11,446.13,27.54
EastGreenwichtown,0.41,0.65,65.95,0.57,4.72,2.2925995757718596,4.93,4.07,95.41,56.73,2.8,0.81,84.23,84.02,0.0,8.4,109.23,0.0
Sharonvillecity,2.17,0.59,100.0,0.11,5.23,0.5763610652839972,2.87,2.27,93.41,47.42,0.6,1.2,80.06,171.06,0.0,85.53,29.69,7.13
Greenvillecity,0.52,0.61,0.0,0.63,10.98,-0.9895121376384634,5.99,7.03,95.51,53.17,3.64,6.11,72.6,108.07,0.0,54.04,138.95,23.16
Tempecity,3.2,10.88,100.0,1.62,13.61,0.0523214706575536,3.47,5.19,90.38,34.8,0.61,4.04,73.62,556.4,2.68,163.37,938.05,37.5
Sanfordcity,34.85,1.57,0.0,1.16,21.06,-1.2062220127268442,9.21,6.93,92.16,52.15,2.46,10.51,58.28,1240.39,12.1,278.33,369.09,72.61
Williamsburgcity,15.21,1.31,100.0,0.42,19.37,-0.7127032759839736,5.79,4.87,87.58,23.89,0.61,4.56,60.91,212.83,0.0,149.77,228.6,7.88
Wickliffecity,2.69,0.52,100.0,1.01,4.18,0.1794720716474192,2.52,4.41,98.4,76.02,1.11,0.63,79.07,130.01,0.0,28.89,216.68,0.0
Smyrnacity,15.87,3.55,100.0,1.51,6.57,0.2854112656139524,2.73,3.92,88.19,37.42,1.31,2.78,67.96,447.45,3.02,217.68,801.19,0.0
CrownPointcity,1.46,2.28,100.0,1.46,3.43,0.7185953334904549,2.17,5.35,97.66,58.26,0.65,0.53,84.02,54.99,0.0,21.99,126.47,16.5
Hanahancity,9.32,2.41,100.0,1.11,7.53,-0.3542304972896535,4.17,2.83,94.5,43.82,0.68,5.21,74.46,487.73,0.0,61.93,209.03,0.0
Haverfordtownship,2.03,0.67,100.0,0.88,3.18,1.976078246523686,2.35,2.81,97.31,69.18,0.41,0.29,88.62,76.92,1.97,25.64,100.59,1.97
LongBranchcity,19.5,13.57,100.0,5.5,14.72,-0.0881451802969597,9.04,8.57,84.68,54.77,2.63,5.06,59.79,1227.61,7.14,424.67,442.51,78.51
Humblecity,7.75,12.1,100.0,4.06,8.56,-0.4664152722130568,4.36,5.16,90.08,32.52,1.72,4.5,68.66,771.88,14.99,284.77,2457.56,22.48
Suffieldtown,1.55,0.86,22.54,0.58,2.72,2.2711524864482677,3.72,3.46,95.26,59.43,3.37,1.05,87.59,43.71,0.0,8.74,87.41,8.74
Bettendorfcity,1.37,2.15,100.0,0.45,4.73,1.0291067640820175,2.86,3.92,96.38,53.52,1.25,0.93,82.31,454.84,0.0,42.24,77.97,21.08
LaCrossecity,0.72,0.88,100.0,2.07,21.04,-1.1187838793306624,8.53,6.24,95.56,45.19,1.08,3.1,69.11,74.09,0.0,25.35,132.59,27.3
Hobartcity,0.22,4.85,100.0,1.02,5.08,0.3724958755597454,3.55,4.86,97.24,63.4,3.49,2.04,81.08,163.75,0.0,45.03,360.24,0.0
Albemarlecity,17.63,0.44,0.0,0.95,14.11,-1.053146358708461,7.86,6.66,92.54,59.37,1.64,8.26,69.37,906.29,5.7,210.9,262.2,28.5
RoyalOakcity,0.51,1.06,100.0,0.62,4.56,0.6356351637991987,3.12,4.36,97.19,59.55,0.37,0.99,79.54,374.06,1.45,71.21,361.86,14.53
Newportcity,3.8,0.48,100.0,0.45,25.83,-1.5034173933537591,12.14,8.99,90.16,48.66,6.68,12.17,58.34,1093.88,10.62,169.92,536.32,21.24
DeerfieldBeachcity,16.68,3.86,100.0,2.89,9.89,-0.5292246052321471,2.78,4.79,80.28,51.19,1.07,2.82,66.1,832.58,12.61,243.89,937.7,10.51
Christiansburgtown,5.31,0.51,0.0,0.2,10.92,-0.6210228611831251,6.92,4.01,95.92,50.91,0.39,4.76,74.15,112.94,0.0,22.59,214.59,0.0
VeroBeachcity,3.29,2.51,100.0,0.6,9.85,-0.5378270091916098,3.69,7.16,82.16,46.67,0.39,6.3,65.67,657.11,5.43,135.77,581.08,10.86
WestPatersonborough,1.42,4.23,100.0,3.94,3.86,1.589912797548904,3.56,4.19,95.71,62.05,0.0,0.16,81.97,236.22,0.0,43.74,804.9,8.75
Sherwoodcity,5.25,1.09,100.0,0.45,4.25,0.61949092623144,2.53,3.55,95.16,50.98,2.52,2.09,82.64,270.39,4.83,77.25,449.04,4.83
Shoreviewcity,0.74,0.93,100.0,0.58,2.77,2.0489040773037943,1.43,2.45,96.89,49.88,0.0,0.27,86.44,374.06,7.35,3.68,69.84,11.03
Louisvillecity,29.65,0.65,100.0,0.54,22.61,-1.3316049964647656,11.47,8.24,91.17,56.29,15.07,7.93,53.89,999.13,13.57,510.93,852.78,94.26
Needhamtown,0.66,0.96,100.0,0.81,3.29,3.4074946971482443,1.82,4.35,97.65,67.81,0.0,0.15,87.25,144.44,0.0,10.57,91.59,14.09
Jacksonvillecity,24.29,11.04,0.0,3.97,26.71,-1.6366957341503654,10.28,8.82,91.87,47.04,3.41,16.55,64.01,594.35,31.28,93.85,281.54,7.82
Limacity,24.04,1.5,100.0,0.36,21.57,-1.2231911383455103,13.1,12.83,87.38,53.68,12.74,9.14,59.94,2344.68,13.46,464.45,459.96,127.89
Charlestoncity,41.58,0.81,100.0,0.58,21.61,-0.7409851520150836,8.36,5.15,89.6,44.85,8.94,5.06,59.31,1283.7,15.58,441.31,661.97,2.6
Westporttown,1.07,2.24,100.0,0.82,3.15,5.95286353994815,1.95,3.17,94.26,59.67,0.71,0.38,86.02,121.07,0.0,92.82,318.82,12.11
Portlandcity,1.12,0.8,100.0,0.82,14.03,-0.573297195380627,9.55,6.75,90.23,45.15,2.94,4.49,63.98,673.11,3.24,148.86,440.11,178.53
Bucyruscity,0.55,0.52,0.0,0.51,15.52,-1.1098279519208107,9.67,9.53,94.53,58.19,3.18,12.97,71.48,165.96,0.0,15.09,233.86,7.54
Owensborocity,6.43,0.39,100.0,0.25,18.9,-1.118194673580014,7.99,7.85,93.92,51.72,1.36,9.2,68.91,275.38,7.39,97.95,157.1,11.09
Broomfieldcity,0.67,5.61,99.66,0.96,5.05,0.8986566108885222,2.6,3.76,95.83,47.29,0.53,2.1,83.06,259.69,0.0,17.79,135.18,74.71
Dovertown,6.1,40.36,100.0,15.25,7.64,0.8697855291067641,4.39,7.19,96.23,53.31,4.95,4.17,72.64,253.89,0.0,61.76,514.65,27.45
Ashlandcity,1.57,0.63,0.0,0.56,12.13,-0.8136931416450625,6.19,6.47,95.16,50.67,0.52,5.23,74.77,33.01,0.0,9.43,141.48,9.43
FergusFallscity,0.11,0.46,0.0,0.64,14.86,-0.9955220362950742,7.46,4.36,94.34,53.74,0.0,3.6,74.25,374.06,0.0,7.93,95.22,15.87
ForestGrovecity,0.54,9.67,100.0,2.46,15.78,-0.8577657317935423,5.64,6.16,96.94,41.26,4.49,5.2,76.31,126.61,12.66,50.65,253.23,31.65
Durhamcity,45.71,1.18,100.0,0.85,14.9,-0.4931652132924817,7.3,4.72,92.4,39.46,4.02,6.32,59.32,1169.38,17.81,580.92,651.48,61.65
Wiltontown,1.01,1.33,33.65,0.52,3.02,6.627975489040773,1.29,3.83,95.6,58.7,0.78,0.23,92.4,43.13,0.0,12.32,61.61,6.16
Mantuatownship,1.3,1.1,86.05,0.42,3.2,1.343389111477728,3.34,3.2,95.69,65.63,2.56,0.9,86.34,170.42,9.47,18.94,132.55,9.47
MountPleasantcity,20.29,17.02,0.0,6.05,24.64,-1.2606646240867312,8.61,4.15,92.25,46.39,1.38,13.32,70.2,358.01,22.85,60.94,297.07,30.47
MorganHillcity,1.6,23.38,100.0,3.44,4.51,2.5971011077068114,5.48,3.7,95.72,44.0,2.01,2.09,80.97,479.52,3.72,70.63,319.68,70.63
AppleValleytown,3.86,12.62,99.68,1.12,10.67,0.3074475606881923,9.8,7.89,93.5,30.85,1.75,4.34,77.44,673.62,13.4,126.3,518.61,45.93
CasaGrandecity,5.16,34.49,0.0,3.01,17.44,-0.6498939429648833,10.09,7.9,87.72,42.47,2.42,10.95,69.39,1392.77,13.74,224.49,847.57,123.7
Aberdeencity,0.16,0.35,0.0,0.6,12.2,-1.0628093330190902,5.1,3.57,93.54,50.21,1.16,4.6,76.04,204.97,3.94,15.77,110.37,39.42
Farmingtontown,1.31,1.16,76.4,0.49,2.61,2.538062691491869,2.76,3.47,94.9,49.62,1.13,0.55,86.23,67.86,0.0,33.93,387.75,0.0
Eveshamtownship,2.84,1.35,90.52,0.93,2.24,2.384515672872967,1.17,2.47,94.68,49.07,0.85,0.18,86.22,182.6,0.0,24.9,135.57,13.83
Ashwaubenonvillage,0.39,0.36,100.0,0.88,5.22,0.4321234975253358,4.33,3.59,97.36,49.59,0.0,1.17,82.19,155.08,0.0,28.72,120.62,11.49
SouthKingstowntown,1.47,1.24,0.0,0.58,6.95,0.5939193966533113,4.65,5.25,75.75,45.93,2.02,1.0,80.86,93.7,0.0,8.15,89.62,0.0
Stamfordtown,17.78,9.77,100.0,3.87,6.29,2.1619137402781052,5.43,5.08,94.73,54.75,1.37,1.67,72.41,500.94,7.46,251.87,678.18,28.92
Masoncity,0.39,0.47,100.0,0.08,2.66,0.9777280226255008,3.39,2.84,97.54,51.5,0.0,2.23,85.12,134.91,0.0,44.97,29.98,14.99
Kennewickcity,1.13,8.74,100.0,2.04,13.93,-0.3747348574122083,8.95,7.0,93.4,41.95,1.85,4.16,70.96,380.43,4.09,49.09,263.85,10.23
MoundsViewcity,0.58,0.77,100.0,0.52,5.98,0.668866368135753,5.5,4.93,96.25,53.71,0.0,1.0,74.31,374.06,0.0,30.51,266.93,30.51
Haddonfieldborough,1.38,0.86,100.0,0.33,2.8,2.962997878859298,1.71,1.78,96.54,69.28,0.62,0.27,85.65,68.71,0.0,34.36,85.89,17.18
Robbinsdalecity,1.73,0.91,100.0,0.46,5.0,0.1963233561159557,3.67,4.55,97.61,58.66,0.0,0.13,76.93,366.66,0.0,133.97,486.53,28.2
Norwalktown,15.48,9.37,100.0,3.65,5.2,1.9714824416686307,4.34,4.69,94.84,58.49,3.79,1.49,74.35,412.91,11.43,238.85,701.31,16.52
Cincinnaticity,37.94,0.66,100.0,0.69,24.34,-1.2296724016026397,14.32,7.84,91.28,49.12,8.0,6.2,50.06,1562.48,10.84,646.84,573.46,161.5
Bridgewatertown,4.72,3.22,49.98,1.06,4.74,1.2363893471600282,5.0,6.22,95.46,51.71,0.35,1.46,83.06,159.32,0.0,8.85,181.45,0.0
Lockportcity,5.61,1.64,0.0,0.77,14.45,-0.7590148479849164,8.2,7.44,95.09,55.04,4.13,7.66,69.73,911.96,0.0,116.92,249.43,15.59
Kalamazootownship,9.12,1.86,98.8,0.66,11.91,-0.3972425170869668,6.7,5.34,93.85,54.4,0.87,2.44,71.87,374.06,4.64,55.68,366.54,41.76
Paducahcity,20.89,0.57,0.0,0.39,23.81,-1.678647183596512,12.47,7.51,90.91,53.3,3.18,10.13,58.21,1660.33,14.76,210.31,527.62,3.69
WindsorLockstown,1.5,1.32,100.0,0.96,3.04,1.4320056563752062,3.95,4.62,96.53,60.32,0.58,0.63,80.9,137.42,0.0,32.33,258.67,24.25
LasVegascity,11.43,12.53,99.84,3.7,11.47,-0.1002828187603111,5.98,6.57,90.94,33.43,4.57,5.23,67.72,1014.86,12.68,497.88,1037.86,63.98
Belchertowntown,0.52,0.9,0.0,0.57,9.32,0.8752062220127268,5.43,3.76,95.91,55.11,1.84,0.0,80.75,375.6,0.0,0.0,82.45,9.16
Corcorancity,17.13,51.77,0.0,7.92,24.15,-1.1646240867310864,23.06,12.35,93.33,41.71,1.66,15.82,69.24,764.68,14.43,86.57,245.27,79.35
RoselleParkborough,1.07,7.3,100.0,2.82,3.34,1.4051378741456515,4.94,5.37,96.92,59.82,1.86,0.47,82.35,146.46,0.0,69.37,501.04,0.0
Bedfordtown,2.7,1.46,94.74,0.48,1.72,3.078010841385812,3.59,2.78,97.33,63.57,0.81,0.16,85.8,141.03,0.0,7.42,51.96,0.0
Maconcity,52.19,0.62,100.0,0.38,24.38,-1.2259014847984917,15.47,8.38,90.5,51.22,12.65,9.45,51.01,820.1,17.95,344.55,751.91,40.38
EastHamptontown,0.68,1.33,0.0,0.32,0.93,1.9513316049964649,2.83,4.18,89.66,59.85,0.46,1.11,85.22,55.83,0.0,0.0,65.14,0.0
BrooklynCentercity,5.2,1.27,100.0,1.1,7.07,0.3213528164034881,6.98,5.37,95.84,59.38,0.21,0.73,69.08,374.06,0.0,172.56,747.74,57.52
Blythevillecity,38.27,1.45,0.0,0.46,25.55,-1.482795192081075,14.67,8.69,90.71,41.83,9.67,11.28,66.43,2193.23,34.18,518.4,843.11,178.53
Uvaldecity,0.26,70.31,0.0,12.98,33.49,-1.689606410558567,15.4,13.57,88.99,59.93,7.96,18.52,74.62,339.49,0.0,37.72,88.02,25.15
CathedralCitycity,2.21,37.22,100.0,10.39,13.56,-0.0628093330190902,8.31,6.24,71.69,34.82,0.6,3.15,74.13,1231.81,22.92,174.75,719.03,14.32
NorthOgdencity,0.2,1.82,100.0,0.1,2.9,1.147419278812161,1.21,4.34,98.24,60.99,5.26,0.0,88.86,44.86,0.0,0.0,52.34,7.48
Mariettacity,20.53,3.21,100.0,1.51,14.16,-0.4796134810275748,4.61,5.33,85.78,31.38,1.61,5.74,64.89,845.51,0.0,307.81,933.18,38.96
Lowertownship,1.05,1.16,0.0,0.58,8.82,-0.5624558095687013,6.22,7.71,65.96,57.44,0.32,2.3,76.26,243.98,0.0,42.23,168.91,37.54
Morristowntown,23.06,13.65,100.0,6.4,7.27,1.3324298845156728,4.42,5.03,95.06,46.68,2.87,2.1,63.87,794.37,0.0,291.07,303.2,0.0
Chillicothecity,7.72,0.46,0.0,0.64,19.84,-1.0585670516144237,12.22,10.65,92.6,56.37,1.8,8.57,66.7,415.27,0.0,147.35,375.08,142.89
Vincennescity,2.34,0.58,0.0,0.3,20.72,-1.4862125854348338,8.23,8.73,90.08,48.98,2.66,11.37,70.15,140.25,0.0,15.03,225.41,40.07
Demingcity,1.82,57.99,0.0,11.7,33.89,-1.8702568937072823,15.41,17.4,90.51,55.25,6.1,17.38,65.63,541.85,0.0,43.93,329.5,29.29
Waterfordtownship,4.42,1.51,85.43,0.64,2.78,1.4414329483855763,2.94,3.36,96.83,62.35,6.19,0.55,87.14,131.59,0.0,8.77,228.09,105.27
Chelmsfordtown,0.48,0.99,100.0,0.77,2.55,2.654961112420457,3.59,5.31,96.94,65.68,2.49,0.13,84.86,369.33,0.0,32.76,431.88,5.96
Wilmingtoncity,33.88,0.86,100.0,0.53,22.11,-1.2764553382041008,10.55,6.21,89.0,45.6,2.58,6.51,52.67,1202.99,10.98,437.59,588.16,76.85
Lubbockcity,8.56,22.51,100.0,2.71,19.56,-0.8615366485976903,6.42,6.56,88.81,44.58,4.51,7.94,75.0,643.52,8.58,142.33,307.88,64.6
Vinelandcity,11.48,23.6,100.0,6.01,10.91,-0.0834315342917746,8.57,7.2,95.83,60.45,5.02,5.96,67.22,902.54,7.28,351.19,658.71,63.69
Brocktoncity,12.96,6.32,100.0,3.44,13.64,0.0319349516851284,14.5,9.22,92.86,56.34,4.79,4.79,65.2,1315.31,17.07,373.2,2086.75,21.08
Dovertownship,0.85,2.55,94.69,0.79,4.92,1.0915625736507188,3.71,5.01,76.73,59.26,0.48,0.76,83.11,205.97,1.27,45.77,170.37,24.16
Dunedincity,1.07,1.83,100.0,0.57,7.12,-0.6522507659674759,3.71,3.89,86.3,47.97,0.52,2.49,73.38,513.6,2.89,80.79,178.9,14.43
Novatocity,2.79,7.27,100.0,1.81,4.18,1.7026867782229556,4.68,2.92,97.09,43.67,0.18,0.39,79.0,383.35,0.0,59.13,277.32,32.63
Delhitownship,0.48,0.4,100.0,0.53,3.6,1.2119962290831958,2.56,2.94,97.81,63.84,0.0,0.45,86.28,74.0,0.0,19.3,32.17,16.09
Orlandocity,26.9,8.74,100.0,2.4,15.76,-0.6271506009898656,6.37,4.56,89.48,35.77,2.81,7.31,57.46,2304.49,8.35,616.2,1005.29,40.63
Cerritoscity,7.44,12.52,100.0,7.07,3.95,3.256540183832194,5.9,3.67,97.8,61.56,0.59,0.21,86.48,908.08,9.08,394.11,1645.45,43.59
Hillsboroughtownship,3.26,2.67,60.22,0.99,1.33,3.255715295781287,1.04,3.46,96.81,47.09,2.11,0.26,88.94,32.29,0.0,29.06,58.12,3.23
Cartersvillecity,17.63,1.09,0.0,0.64,14.89,-0.7137638463351402,9.73,5.73,92.09,49.33,0.73,10.71,68.13,716.27,0.0,80.4,562.78,51.16
CliffsideParkborough,1.81,10.94,100.0,7.52,4.63,1.0793070940372378,4.94,5.86,89.5,58.87,0.39,1.51,79.52,124.14,0.0,28.65,267.38,0.0
Miamicity,1.36,1.0,0.0,0.3,20.56,-1.6689842092858826,7.37,9.0,90.05,53.38,1.84,9.68,69.92,400.42,0.0,51.91,378.17,0.0
Oronotown,0.61,1.03,92.61,0.54,21.14,-0.4146830073061513,6.11,4.86,91.29,24.2,0.43,1.88,71.94,21.66,0.0,0.0,29.69,9.44
Palatinevillage,0.94,3.59,100.0,1.4,2.47,2.0300494932830544,2.56,2.6,95.63,49.01,1.01,0.27,85.11,374.06,17.07,21.33,89.6,6.4
Largocity,0.99,1.95,100.0,0.63,7.42,-0.8419750176761726,3.62,3.9,82.46,49.15,0.24,3.38,69.53,622.5,1.45,82.9,146.9,21.82
DearbornHeightscity,0.46,2.3,100.0,1.63,5.5,0.6280933301909026,4.0,5.89,97.88,69.13,2.37,1.08,81.32,374.06,3.41,184.26,597.14,5.12
Schenectadycity,8.69,2.69,100.0,1.47,14.93,-0.83961819467358,10.64,7.16,91.78,50.9,5.43,6.74,60.67,1033.4,7.79,264.97,377.2,21.08
Schaumburgvillage,2.14,2.67,100.0,1.78,2.68,1.8369078482205987,1.54,2.45,93.53,44.35,0.1,0.32,84.29,374.06,1.4,58.61,305.61,19.54
Piedmontcity,1.39,3.22,100.0,1.56,1.8,6.252297902427528,1.98,1.61,97.58,66.53,1.08,0.0,86.57,137.47,0.0,85.92,463.96,94.51
Hattiesburgcity,40.43,0.98,100.0,0.62,35.87,-1.8695498468065048,10.99,9.73,90.02,41.04,4.02,10.47,51.43,734.56,20.75,159.78,265.6,14.53
Longmeadowtown,0.8,0.69,100.0,1.04,2.25,3.7428706104171576,2.48,3.51,96.98,68.81,0.0,0.0,90.3,44.06,0.0,6.29,69.24,18.88
Oaklandcity,43.88,13.89,100.0,8.74,18.82,-0.5121376384633514,17.81,9.38,93.4,48.53,10.49,4.82,52.13,2601.6,40.84,1172.43,2061.34,106.36
FairLawnborough,0.59,3.48,100.0,2.69,2.94,2.1467122319113834,3.18,3.76,97.74,73.31,0.0,0.23,87.75,79.76,0.0,41.47,156.32,3.19
LowerPaxtontownship,5.49,1.12,96.05,0.26,2.8,0.7473485741220834,2.32,2.06,95.06,53.2,0.96,0.51,80.67,401.67,2.51,92.89,95.4,10.04
Bangorcity,0.92,0.64,100.0,0.54,14.98,-0.7974310629271741,9.42,5.78,93.22,42.06,1.33,3.91,66.48,224.8,6.24,62.44,199.82,34.34
ParkRidgecity,0.13,1.31,100.0,1.41,1.25,2.51897242517087,2.31,2.31,97.43,69.87,0.85,0.19,88.03,374.06,0.0,10.91,169.13,10.91
FarmersBranchcity,2.78,20.19,100.0,5.91,6.71,0.7772802262550083,2.27,5.39,95.2,55.97,4.98,4.16,78.73,386.92,3.99,147.59,949.34,23.93
Montvilletownship,1.1,1.94,89.6,1.55,0.79,5.112420457223663,2.23,4.7,95.38,69.2,0.84,0.41,91.14,37.13,6.19,18.57,228.97,0.0
Towamencintownship,2.48,0.96,95.84,1.22,2.75,2.0157907141173697,2.23,2.64,96.53,54.13,1.07,0.33,86.04,69.41,0.0,13.88,55.52,6.94
Shelbytownship,0.29,0.96,100.0,1.18,2.81,1.943082724487391,2.47,5.15,95.5,51.21,1.01,0.57,86.89,374.06,2.0,18.0,216.01,14.0
DaytonaBeachcity,30.72,2.48,100.0,0.95,22.49,-1.5095451331604997,7.76,7.89,85.63,41.24,1.38,11.11,49.12,2082.86,18.28,531.76,1081.81,44.19
SouthHadleytown,1.06,1.26,97.23,0.76,4.39,0.854701861890172,4.25,3.37,94.4,55.73,1.15,0.73,80.61,203.29,0.0,40.66,232.33,0.0
Springdalecity,0.11,1.49,100.0,0.88,9.36,-0.7147065755361772,4.5,3.56,95.2,46.92,1.04,9.0,79.65,178.31,2.7,35.12,235.05,0.0
Mercedescity,0.16,90.92,0.0,16.85,48.82,-2.183950035352345,24.09,17.42,88.97,68.9,8.97,21.5,68.5,1266.08,6.84,41.06,321.65,27.37
Uticacity,10.49,3.4,100.0,2.16,21.73,-1.354112656139524,14.25,9.39,91.1,59.31,3.14,10.38,60.08,426.71,21.88,265.72,406.39,20.32
CedarHillcity,14.22,8.07,100.0,1.3,3.72,1.1802969596983266,2.4,3.61,93.34,32.53,0.64,1.4,83.76,106.42,3.94,23.65,244.36,11.82
TexasCitycity,25.14,15.94,98.65,1.66,16.76,-0.6242045722366251,6.68,8.15,90.61,56.97,11.05,8.37,67.56,690.29,9.42,256.8,897.61,94.24
WestCovinacity,8.54,34.61,100.0,5.81,7.71,1.300966297431063,7.88,4.96,96.73,49.21,1.57,1.87,75.18,639.59,4.82,265.85,1339.86,81.87
Pleasantoncity,1.37,6.69,100.0,0.78,2.41,3.301555503181711,2.83,3.06,95.49,41.35,0.34,0.24,83.52,144.9,0.0,37.95,246.67,20.7
EastGrandRapidscity,0.91,0.66,100.0,0.32,2.56,3.407259014847985,1.74,2.1,97.03,59.42,0.0,0.0,86.38,374.06,0.0,19.42,77.67,19.42
Norwalkcity,2.34,1.83,0.0,0.33,10.3,-0.6898420928588263,7.54,7.78,95.11,51.62,2.06,5.76,73.5,21.66,0.0,6.55,29.69,0.0
Hamiltoncity,7.32,0.5,100.0,0.25,16.84,-1.0081310393589442,10.72,7.94,94.6,53.36,10.36,6.79,67.6,1432.56,9.2,377.31,610.45,75.16
Harwichtown,0.76,0.82,0.0,0.59,5.57,-0.3749705397124676,6.53,8.97,54.11,59.46,0.18,1.35,77.1,358.0,0.0,45.9,73.43,9.18
Jeffersontowncity,6.58,0.95,100.0,0.32,3.42,0.8862832901249116,2.32,2.92,94.99,49.39,2.13,1.3,80.57,395.27,0.0,46.75,85.01,4.25
Bainbridgecity,46.98,1.87,0.0,0.6,28.83,-1.5083667216592034,16.96,6.76,89.61,54.16,3.02,13.5,54.36,985.78,17.45,287.88,244.26,8.72
MenloParkcity,12.36,9.66,100.0,2.5,6.47,2.24216356351638,4.7,3.23,96.48,51.37,0.93,0.89,72.75,598.56,6.69,227.39,277.55,30.1
Flagstaffcity,2.48,15.2,0.0,1.79,17.2,-0.3604760782465236,3.75,7.14,88.38,30.87,0.79,7.47,72.45,493.46,3.81,78.11,295.31,5.72
Kilgorecity,13.06,3.24,0.0,1.8,13.89,-0.800966297431063,4.77,7.02,89.42,52.87,4.26,8.18,73.97,1045.45,8.64,181.44,838.09,34.56
Glassboroborough,18.53,2.89,100.0,0.87,14.31,0.3272448739099693,7.6,8.11,92.26,45.91,2.38,3.51,69.11,412.04,0.0,131.62,240.36,34.34
SanJuancity,0.07,90.8,100.0,22.13,38.95,-2.0208578835729436,20.09,13.29,88.16,61.13,9.36,17.24,74.55,307.42,7.5,59.98,524.86,15.0
Swampscotttown,0.48,0.99,100.0,0.69,3.87,2.2095215649304736,2.84,4.36,93.35,65.49,1.06,0.3,84.27,96.85,0.0,27.67,179.87,6.92
LosGatostown,0.7,5.0,100.0,0.89,4.65,3.1079424935187365,2.94,2.92,95.36,48.93,4.74,0.43,77.64,268.94,0.0,40.85,190.64,64.68
CreveCoeurcity,3.17,1.01,100.0,0.56,3.62,3.3551732264906904,0.91,1.79,94.5,58.25,0.34,0.0,88.87,147.83,0.0,73.92,254.6,0.0
Denisoncity,9.68,2.18,100.0,0.56,15.37,-1.118548197030403,8.09,7.26,84.33,55.47,2.84,9.2,70.63,803.58,9.13,123.28,264.82,59.36
