communityname,population,racepctblack,racePctWhite,racePctAsian,racePctHisp,pctUrban,medIncome,pctWSocSec,pctWPubAsst,PctPopUnderPov,PctUnemployed,PersPerFam,PctFam2Par,PctImmigRec5,PctRecentImmig,PctNotSpeakEnglWell,PctLargHouseFam,PersPerRentOccHous,PctPersDenseHous,PctHousOccup,PctVacantBoarded,PctHousNoPhone,PctWOFullPlumb,OwnOccQrange,RentQrange,NumInShelters,PctSameHouse85,PctUsePubTrans,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
Kingsvillecity,25276,3.76,66.81,1.56,62.37,0.0,-1.106292717416922,24.22,12.75,27.26,10.29,3.42,72.88,25.41,0.95,6.64,8.63,2.66,9.87,84.45,6.56,14.06,1.4,32100,166,0,51.3,0.07,4,15.27,15.0,57.27,16.0,61.09,183.0,698.69,6.1070228877422545,1710.45,6.892641641172089,3756.87,3.6635616461296463,145.08,18.0,68.72,832.32,5681.12
Kentwoodcity,37826,5.59,91.27,1.96,2.01,100.0,0.33973603582370965,20.27,4.3,4.98,3.43,3.09,77.16,12.92,0.4,1.05,3.82,1.97,2.08,93.33,0.37,1.13,0.08,34600,133,0,44.53,0.47,1,2.49,7.0,26.92,30.0,74.78,62.0,154.54,5.327876168789581,510.99,7.3310603052186325,3803.78,4.3694478524670215,194.43,6.0,14.96,374.06,4524.15
Butlercity,15714,1.4,97.7,0.41,0.62,0.0,-1.655668159321235,35.74,13.59,23.2,7.39,3.01,63.03,5.73,0.0,0.33,3.98,2.04,1.28,92.86,2.84,5.56,0.23,22800,126,25,56.9,0.73,1,5.91,3.0,17.73,3.0,17.73,29.0,171.36,4.23410650459726,401.82,5.993961427306569,2363.65,3.713572066704308,236.36,4.0,23.64,212.73,3025.47
Laceytownship,22141,0.31,98.88,0.42,1.62,0.0,0.701861890172048,36.05,3.53,4.29,6.1,3.12,84.46,6.26,0.26,0.6,4.29,2.98,0.97,83.64,0.32,0.43,0.14,66800,189,0,56.47,1.19,0,0.0,0.0,0.0,3.0,13.16,15.0,65.79,4.532599493153256,403.49,6.206575926724928,2170.96,3.044522437723423,87.72,13.0,57.02,78.94,2719.18
Ansoniatown,18403,8.28,90.0,0.67,2.58,100.0,0.32288475135517325,34.54,6.21,7.59,7.55,3.09,71.61,10.8,0.47,1.39,3.57,2.36,1.63,95.42,3.2,2.96,1.13,47300,245,0,64.5,1.45,2,11.02,2.0,11.02,14.0,77.11,45.0,247.85,4.465908118654584,473.67,5.8998973535824915,2004.85,4.406719247264253,446.13,5.0,27.54,346.99,2952.19
EastGreenwichtown,11865,0.41,98.0,1.34,0.65,65.95,2.2925995757718596,24.62,4.93,4.72,4.07,3.17,84.23,11.28,0.24,0.57,3.36,1.82,0.61,95.41,2.8,0.81,0.49,165500,295,0,56.73,1.76,0,0.0,1.0,8.4,1.0,8.4,8.0,67.22,4.418840607796598,688.96,5.241747015059643,1579.57,2.6390573296152584,109.23,0.0,0.0,84.02,2377.75
Sharonvillecity,11312,2.17,96.3,1.41,0.59,100.0,0.5763610652839972,22.74,2.87,5.23,2.27,2.96,80.06,16.13,0.38,0.11,3.06,1.9,0.76,93.41,0.6,1.2,0.08,39400,124,0,47.42,0.7,0,0.0,4.0,28.51,12.0,85.53,8.0,57.02,5.170483995038151,1247.33,6.513230110912307,4796.86,1.3862943611198906,29.69,1.0,7.13,171.06,6072.7
Greenvillecity,12863,0.52,98.59,0.4,0.61,0.0,-0.9895121376384634,36.06,5.99,10.98,7.03,2.92,72.6,26.62,0.22,0.63,3.19,2.17,0.84,95.51,3.64,6.11,0.31,32600,110,0,53.17,0.29,0,0.0,5.0,38.6,7.0,54.04,2.0,15.44,4.624972813284271,779.68,6.159095388491933,3643.66,2.9444389791664403,138.95,3.0,23.16,108.07,4585.46
Tempecity,141865,3.2,86.85,4.05,10.88,100.0,0.05232147065755362,13.56,3.47,13.61,5.19,3.08,73.62,39.51,1.82,1.62,5.11,2.18,4.56,90.38,0.61,4.04,0.22,45600,176,51,34.8,1.48,4,2.68,65.0,43.52,244.0,163.37,518.0,346.83,7.637234388789473,1388.0,8.987321812850125,5356.47,7.2456550675945355,938.05,56.0,37.5,556.4,7720.02
Sanfordcity,14475,34.85,63.24,0.57,1.57,0.0,-1.2062220127268442,31.3,9.21,21.06,6.93,3.02,58.28,24.82,0.37,1.16,4.78,2.42,3.49,92.16,2.46,10.51,0.8,38700,160,6,52.15,0.0,2,12.1,11.0,66.56,46.0,278.33,146.0,883.4,6.295266001439646,3273.43,7.440146680662688,8593.62,4.127134385045092,369.09,12.0,72.61,1240.39,13301.81
Williamsburgcity,11530,15.21,81.25,2.91,1.31,100.0,-0.7127032759839736,26.43,5.79,19.37,4.87,2.7,60.91,37.99,1.56,0.42,3.0,2.06,1.47,87.58,0.61,4.56,0.45,113000,166,0,23.89,1.05,0,0.0,3.0,23.65,19.0,149.77,5.0,39.41,3.8918202981106265,378.37,5.968707559985366,3074.26,3.4011973816621555,228.6,1.0,7.88,212.83,3689.11
Wickliffecity,14558,2.69,96.49,0.61,0.52,100.0,0.17947207164741927,38.0,2.52,4.18,4.41,3.03,79.07,3.67,0.18,1.01,3.92,2.33,1.5,98.4,1.11,0.63,0.21,23700,130,0,76.02,1.13,0,0.0,1.0,7.22,4.0,28.89,13.0,93.9,4.04305126783455,404.48,5.37989735354046,1560.13,3.4339872044851463,216.68,0.0,0.0,130.01,2181.29
Smyrnacity,30981,15.87,80.22,2.26,3.55,100.0,0.2854112656139524,14.56,2.73,6.57,3.92,2.81,67.96,40.73,1.47,1.51,2.83,1.93,2.02,88.19,1.31,2.78,0.21,34300,165,0,37.42,1.04,1,3.02,13.0,39.3,72.0,217.68,62.0,187.45,6.230481447578482,1532.83,7.616775808698373,6140.4,5.583496308781699,801.19,0.0,0.0,447.45,8474.42
CrownPointcity,17728,1.46,97.34,0.73,2.28,100.0,0.7185953334904549,28.77,2.17,3.43,5.35,3.15,84.02,2.93,0.14,1.46,4.1,2.01,1.45,97.66,0.65,0.53,0.18,34800,136,0,58.26,1.09,0,0.0,0.0,0.0,4.0,21.99,6.0,32.99,4.290459441148391,395.91,5.43372200355424,1253.71,3.1780538303479458,126.47,3.0,16.5,54.99,1792.59
Hanahancity,13176,9.32,87.84,1.49,2.41,100.0,-0.35423049728965356,18.12,4.17,7.53,2.83,2.98,74.46,36.73,0.55,1.11,3.25,2.4,2.97,94.5,0.68,5.21,0.0,50100,99,0,43.82,0.61,0,0.0,10.0,77.42,8.0,61.93,45.0,348.38,4.736198448394496,874.82,6.016157159698354,3166.37,3.332204510175204,209.03,0.0,0.0,487.73,4250.21
Haverfordtownship,49848,2.03,96.07,1.75,0.67,100.0,1.9760782465236861,32.9,2.35,3.18,2.81,3.19,88.62,13.38,0.65,0.88,5.46,2.08,0.71,97.31,0.41,0.29,0.07,49600,338,109,69.18,8.94,1,1.97,2.0,3.94,13.0,25.64,23.0,45.36,4.6443908991413725,203.14,6.013715156042802,804.69,3.9512437185814275,100.59,1.0,1.97,76.92,1110.39
LongBranchcity,28658,19.5,73.5,1.47,13.57,100.0,-0.0881451802969597,29.27,9.04,14.72,8.57,3.12,59.79,31.12,2.16,5.5,6.94,2.25,5.49,84.68,2.63,5.06,0.5,77700,221,0,54.77,6.04,2,7.14,13.0,46.39,119.0,424.67,210.0,749.41,6.436150368369428,2223.25,7.153833801578843,4560.7,4.8283137373023015,442.51,22.0,78.51,1227.61,7304.97
Humblecity,12060,7.75,82.35,2.4,12.1,100.0,-0.4664152722130568,16.01,4.36,8.56,5.16,3.12,68.66,25.49,1.07,4.06,5.03,2.3,6.21,90.08,1.72,4.5,0.0,29900,110,0,32.52,1.11,2,14.99,11.0,82.43,38.0,284.77,52.0,389.69,5.081404364984463,1199.04,6.663132695990803,5860.31,5.8888779583328805,2457.56,3.0,22.48,771.88,9779.68
Suffieldtown,11427,1.55,96.9,1.21,0.86,22.54,2.2711524864482677,25.48,3.72,2.72,3.46,3.08,87.59,14.15,0.53,0.58,3.6,2.13,0.57,95.26,3.37,1.05,0.55,100300,303,0,59.43,1.36,0,0.0,0.0,0.0,1.0,8.74,4.0,34.97,3.258096538021482,218.53,4.532599493153256,804.2,2.3978952727983707,87.41,1.0,8.74,43.71,1118.88
Bettendorfcity,28132,1.37,96.8,0.96,2.15,100.0,1.0291067640820175,21.25,2.86,4.73,3.92,3.09,82.31,4.07,0.04,0.45,3.27,2.11,0.8,96.38,1.25,0.93,0.12,43800,160,0,53.52,0.49,0,0.0,4.0,13.0,13.0,42.24,123.0,399.61,5.3230099791384085,662.77,6.7580945044277305,2794.02,3.2188758248682006,77.97,5.0,21.08,454.84,4425.450000000001
LaCrossecity,51003,0.72,93.78,4.85,0.88,100.0,-1.1187838793306624,31.63,8.53,21.04,6.24,2.99,69.11,52.17,1.8,2.07,4.98,2.24,3.1,95.56,1.08,3.1,0.44,25900,146,25,45.19,3.16,0,0.0,7.0,13.65,13.0,25.35,18.0,35.1,5.214935757608986,356.82,7.873217054862741,5118.26,4.23410650459726,132.59,14.0,27.3,74.09,5634.96
Hobartcity,21822,0.22,98.37,0.22,4.85,100.0,0.37249587555974545,32.29,3.55,5.08,4.86,3.13,81.08,6.24,0.1,1.02,4.68,2.26,2.07,97.24,3.49,2.04,0.13,27500,131,0,63.4,2.11,0,0.0,0.0,0.0,11.0,45.03,29.0,118.72,4.700480365792417,446.21,5.953243334287785,1571.97,4.48863636973214,360.24,0.0,0.0,163.75,2378.42
Albemarlecity,14939,17.63,81.01,1.14,0.44,0.0,-1.053146358708461,34.52,7.86,14.11,6.66,2.92,69.37,12.71,0.2,0.95,3.14,2.33,2.23,92.54,1.64,8.26,0.34,37800,129,0,59.37,0.0,1,5.7,0.0,0.0,37.0,210.9,121.0,689.69,6.035481432524756,2376.88,7.039660349862076,6497.95,3.8501476017100584,262.2,5.0,28.5,906.29,9165.53
RoyalOakcity,65410,0.51,97.9,1.11,1.06,100.0,0.6356351637991987,28.43,3.12,4.56,4.36,2.95,79.54,13.72,0.56,0.62,3.12,1.78,1.22,97.19,0.37,0.99,0.16,32300,134,76,59.55,0.74,1,1.45,7.0,26.92,49.0,71.21,141.0,204.91,5.808142489980444,482.47,7.630461261783627,2992.21,5.521460917862246,361.86,10.0,14.53,374.06,3851.07
Newportcity,18871,3.8,95.48,0.33,0.48,100.0,-1.5034173933537591,30.68,12.14,25.83,8.99,3.27,58.34,26.72,0.07,0.45,7.86,2.4,5.74,90.16,6.68,12.17,0.48,26500,141,0,48.66,7.46,2,10.62,13.0,69.03,32.0,169.92,159.0,844.31,5.726847747587197,1624.89,6.853299093186078,5023.36,4.624972813284271,536.32,4.0,21.24,1093.88,7205.82
DeerfieldBeachcity,46325,16.68,81.57,0.84,3.86,100.0,-0.5292246052321471,51.75,2.78,9.89,4.79,2.65,66.1,14.53,1.37,2.89,3.77,2.02,3.72,80.28,1.07,2.82,0.48,59400,223,0,51.19,1.35,6,12.61,25.0,52.56,116.0,243.89,249.0,523.52,6.456769655572163,1337.17,7.679251425953058,4545.55,6.102558594613569,937.7,5.0,10.51,832.58,6830.94
Christiansburgtown,15004,5.31,94.3,0.33,0.51,0.0,-0.6210228611831251,26.2,6.92,10.92,4.01,2.92,74.15,17.54,0.0,0.2,2.06,2.29,1.18,95.92,0.39,4.76,0.1,34100,159,0,50.91,0.11,0,0.0,6.0,33.88,4.0,22.59,10.0,56.47,4.465908118654584,485.66,6.57507584059962,4043.37,3.6635616461296463,214.59,0.0,0.0,112.94,4743.62
VeroBeachcity,17350,3.29,95.65,0.56,2.51,100.0,-0.5378270091916098,46.98,3.69,9.85,7.16,2.65,65.67,15.35,0.81,0.6,1.91,2.06,2.24,82.16,0.39,6.3,0.57,118100,159,0,46.67,0.0,1,5.43,15.0,81.46,25.0,135.77,80.0,434.45,5.697093486505405,1612.9,6.870053411798126,5224.29,4.68213122712422,581.08,2.0,10.86,657.11,7429.13
WestPatersonborough,10982,1.42,94.91,2.34,4.23,100.0,1.589912797548904,28.4,3.56,3.86,4.19,3.04,81.97,13.08,1.37,3.94,3.72,2.17,1.74,95.71,0.0,0.16,0.25,85100,138,0,62.05,3.19,0,0.0,2.0,17.5,5.0,43.74,20.0,174.98,4.343805421853684,664.92,5.68697535633982,2572.18,4.532599493153256,804.9,1.0,8.75,236.22,4050.74
Sherwoodcity,18893,5.25,93.64,0.47,1.09,100.0,0.61949092623144,17.78,2.53,4.25,3.55,3.05,82.64,5.32,0.07,0.45,2.2,2.43,1.31,95.16,2.52,2.09,0.09,34500,139,6,50.98,0.53,1,4.83,3.0,14.49,16.0,77.25,36.0,173.82,4.787491742782046,574.57,6.483107351457199,3152.91,4.543294782270004,449.04,1.0,4.83,270.39,4181.35
Shoreviewcity,24587,0.74,96.4,2.27,0.93,100.0,2.0489040773037943,11.92,1.43,2.77,2.45,3.17,86.44,28.27,0.5,0.58,2.94,2.02,1.02,96.89,0.0,0.27,0.15,54000,124,0,49.88,1.51,2,7.35,7.0,26.92,1.0,3.68,1.0,4.74,4.127134385045092,224.22,5.424950017481403,830.7,2.995732273553991,69.84,3.0,11.03,374.06,1135.78
Louisvillecity,269063,29.65,69.21,0.73,0.65,100.0,-1.3316049964647656,32.93,11.47,22.61,8.24,3.02,53.89,36.37,0.41,0.54,5.02,2.12,3.3,91.17,15.07,7.93,0.58,36100,150,808,56.29,8.61,37,13.57,135.0,49.52,1393.0,510.93,1159.0,425.11,8.344029572407049,1541.97,8.996775795442296,2962.17,7.75190533307861,852.78,257.0,94.26,999.13,5451.18
Needhamtown,27557,0.66,96.98,2.2,0.96,100.0,3.4074946971482443,28.54,1.82,3.29,4.35,3.14,87.25,15.92,0.8,0.81,3.9,2.07,0.43,97.65,0.0,0.15,0.26,103300,509,0,67.81,10.51,0,0.0,3.0,10.57,3.0,10.57,35.0,123.3,4.532599493153256,324.1,5.849324779946859,1218.91,3.295836866004329,91.59,4.0,14.09,144.44,1648.7
Jacksonvillecity,12765,24.29,66.7,1.18,11.04,0.0,-1.6366957341503654,36.25,10.28,26.71,8.82,3.18,64.01,50.56,2.19,3.97,6.98,2.68,7.25,91.87,3.41,16.55,1.41,35800,149,0,47.04,0.0,4,31.28,10.0,78.2,12.0,93.85,50.0,391.02,5.0106352940962555,1165.25,6.0014148779611505,3151.64,3.6109179126442243,281.54,1.0,7.82,594.35,4606.24
Limacity,45549,24.04,74.53,0.5,1.5,100.0,-1.2231911383455103,32.48,13.1,21.57,12.83,3.17,59.94,18.21,0.09,0.36,6.38,2.5,2.12,87.38,12.74,9.14,0.4,25000,138,70,53.68,1.36,6,13.46,48.0,107.7,207.0,464.45,784.0,1759.07,6.917705609835305,2263.91,7.688455356549944,4895.78,5.327876168789581,459.96,57.0,127.89,2344.68,7747.54
Charlestoncity,80414,41.58,57.23,0.85,0.81,100.0,-0.7409851520150836,26.21,8.36,21.61,5.15,3.12,59.31,27.49,0.54,0.58,5.93,2.25,4.15,89.6,8.94,5.06,0.6,76600,199,176,44.85,5.85,12,15.58,35.0,45.43,340.0,441.31,602.0,781.38,6.977281341630747,1390.13,8.316789127071518,5310.02,6.236369590203704,661.97,2.0,2.6,1283.7,7364.72
Westporttown,24410,1.07,96.97,1.63,2.24,100.0,5.95286353994815,23.49,1.95,3.15,3.17,2.96,86.02,27.34,2.41,0.82,2.83,2.27,0.41,94.26,0.71,0.38,0.28,181701,381,17,59.67,17.48,0,0.0,0.0,0.0,23.0,92.82,7.0,28.25,5.159055299214529,698.17,6.327936783729195,2255.94,4.382026634673881,318.82,3.0,12.11,121.07,3285.04
Portlandcity,64358,1.12,96.59,1.66,0.8,100.0,-0.573297195380627,27.12,9.55,14.03,6.75,2.91,63.98,30.31,0.98,0.82,3.39,1.96,1.35,90.23,2.94,4.49,0.43,52600,215,188,45.15,3.82,2,3.24,61.0,98.7,92.0,148.86,261.0,422.31,7.04141166379481,1847.81,7.999342952713282,4818.54,5.60947179518496,440.11,113.0,178.53,673.11,7289.29
Bucyruscity,13496,0.55,98.71,0.36,0.52,0.0,-1.1098279519208107,31.1,9.67,15.52,9.53,3.02,71.48,21.74,0.0,0.51,3.6,2.33,1.77,94.53,3.18,12.97,0.35,29000,101,0,58.19,0.0,0,0.0,6.0,45.26,2.0,15.09,14.0,105.61,5.0689042022202315,1191.91,6.129050210060545,3455.04,3.4657359027997265,233.86,1.0,7.54,165.96,4888.35
Owensborocity,53549,6.43,93.0,0.32,0.39,100.0,-1.1181946735800141,30.5,7.99,18.9,7.85,2.99,68.91,25.48,0.12,0.25,3.3,2.17,2.37,93.92,1.36,9.2,0.13,29900,121,34,51.72,0.19,4,7.39,30.0,55.45,53.0,97.95,62.0,114.59,6.415096959171596,1127.4,7.664815785285735,3938.49,4.454347296253507,157.1,6.0,11.09,275.38,5234.07
Broomfieldcity,24638,0.67,94.31,2.14,5.61,99.66,0.8986566108885222,13.71,2.6,5.05,3.76,3.25,83.06,22.18,0.63,0.96,4.9,2.32,1.85,95.83,0.53,2.1,0.19,27800,211,0,47.29,2.96,0,0.0,1.0,3.56,5.0,17.79,67.0,238.35,5.135798437050262,601.21,6.638567789166521,2714.34,3.6635616461296463,135.18,21.0,74.71,259.69,3525.44
Dovertown,15115,6.1,77.69,1.95,40.36,100.0,0.8697855291067641,27.14,4.39,7.64,7.19,3.34,72.64,32.35,4.88,15.25,10.58,2.78,8.95,96.23,4.95,4.17,0.84,51700,263,0,53.31,3.45,0,0.0,3.0,20.59,9.0,61.76,25.0,171.55,4.6443908991413725,706.79,5.986452005284438,2724.22,4.330733340286331,514.65,4.0,27.45,253.89,3973.1
Ashlandcity,20079,1.57,97.15,1.0,0.63,0.0,-0.8136931416450625,30.24,6.19,12.13,6.47,3.02,74.77,37.82,0.55,0.56,3.48,2.23,1.17,95.16,0.52,5.23,0.4,35600,117,4,50.67,0.16,0,0.0,1.0,4.72,2.0,9.43,4.0,18.86,4.23410650459726,320.68,5.945420608606575,1796.75,3.4339872044851463,141.48,2.0,9.43,33.01,2268.33
FergusFallscity,12362,0.11,98.58,0.59,0.46,0.0,-0.9955220362950742,39.82,7.46,14.86,4.36,2.98,74.25,18.75,0.23,0.64,3.33,1.75,0.94,94.34,0.0,3.6,0.87,26200,148,0,53.74,0.93,0,0.0,7.0,26.92,1.0,7.93,16.0,126.95,4.51085950651685,714.12,6.049733455231958,3356.34,2.5649493574615367,95.22,2.0,15.87,374.06,4181.54
ForestGrovecity,13559,0.54,90.34,2.79,9.67,100.0,-0.8577657317935423,28.91,5.64,15.78,6.16,3.17,76.31,34.49,1.66,2.46,7.2,2.39,5.34,96.94,4.49,5.2,0.49,26300,136,0,41.26,2.1,2,12.66,3.0,18.99,8.0,50.65,7.0,44.32,4.770684624465665,740.69,6.171700597410915,3026.08,3.713572066704308,253.23,5.0,31.65,126.61,4051.66
Durhamcity,136611,45.71,51.71,1.96,1.18,100.0,-0.49316521329248175,21.79,7.3,14.9,4.72,2.96,59.32,43.46,1.2,0.85,3.96,2.14,3.05,92.4,4.02,6.32,0.4,53800,182,125,39.46,3.05,26,17.81,109.0,74.67,848.0,580.92,724.0,495.98,8.48714627006394,3323.17,8.918917979908679,5118.0,6.858565034791365,651.48,90.0,61.65,1169.38,9154.31
Wiltontown,15989,1.01,97.28,1.57,1.33,33.65,6.627975489040773,20.48,1.29,3.02,3.83,3.15,92.4,13.82,0.91,0.52,4.05,2.08,0.36,95.6,0.78,0.23,0.0,182401,472,0,58.7,10.83,0,0.0,0.0,0.0,2.0,12.32,5.0,30.81,4.007333185232471,332.7,5.030437921392435,936.48,2.3978952727983707,61.61,1.0,6.16,43.13,1336.95
Mantuatownship,10074,1.3,97.8,0.57,1.1,86.05,1.343389111477728,25.27,3.34,3.2,3.2,3.24,86.34,15.59,0.05,0.42,5.68,2.71,1.36,95.69,2.56,0.9,0.0,50200,201,0,65.63,2.01,1,9.47,2.0,18.94,2.0,18.94,13.0,123.08,4.477336814478207,823.71,5.7745515455444085,3039.2,2.70805020110221,132.55,1.0,9.47,170.42,4004.92
MountPleasantcity,12291,20.29,64.86,0.16,17.02,0.0,-1.2606646240867312,34.09,8.61,24.64,4.15,3.26,70.2,34.85,1.87,6.05,8.99,2.91,8.98,92.25,1.38,13.32,0.73,34300,144,0,46.39,0.0,3,22.85,3.0,22.85,8.0,60.94,33.0,251.37,5.10594547390058,1249.24,6.222576268071369,3831.51,3.6888794541139363,297.07,4.0,30.47,358.01,5408.29
MorganHillcity,23928,1.6,83.03,5.31,23.38,100.0,2.5971011077068114,17.1,5.48,4.51,3.7,3.35,80.97,20.99,1.42,3.44,7.49,3.06,6.8,95.72,2.01,2.09,0.05,168400,335,6,44.0,2.4,1,3.72,10.0,37.17,19.0,70.63,99.0,368.0,5.3706380281276624,795.48,6.558197802812269,2616.91,4.465908118654584,319.68,19.0,70.63,479.52,3802.69
AppleValleytown,46079,3.86,86.76,2.47,12.62,99.68,0.3074475606881923,22.55,9.8,10.67,7.89,3.25,77.44,10.05,0.36,1.12,7.14,2.91,5.65,93.5,1.75,4.34,0.18,66400,162,11,30.85,0.32,7,13.4,16.0,30.62,66.0,126.3,263.0,503.3,6.821107472256465,1752.94,7.284820912568604,2788.25,5.605802066295998,518.61,24.0,45.93,673.62,5105.73
CasaGrandecity,19082,5.16,76.11,0.81,34.49,0.0,-0.6498939429648833,25.13,10.09,17.44,7.9,3.38,69.39,16.47,0.39,3.01,9.1,2.78,9.04,87.72,2.42,10.95,0.18,35800,141,43,42.47,0.71,3,13.74,15.0,68.72,49.0,224.49,237.0,1085.81,6.380122536899765,2698.49,7.6953031349635665,8593.62,5.225746673713202,847.57,27.0,123.7,1392.77,13301.81
Aberdeencity,24927,0.16,95.98,0.5,0.35,0.0,-1.0628093330190902,31.39,5.1,12.2,3.57,3.01,76.04,18.32,0.19,0.6,3.12,1.91,1.32,93.54,1.16,4.6,0.29,30900,132,10,50.21,0.07,1,3.94,14.0,55.19,4.0,15.77,33.0,130.08,4.812184355372417,480.9,6.541029999189903,2727.74,3.367295829986474,110.37,10.0,39.42,204.97,3358.43
Farmingtontown,20608,1.31,96.22,2.08,1.16,76.4,2.538062691491869,27.35,2.76,2.61,3.47,3.0,86.23,11.77,0.58,0.49,2.58,1.97,0.4,94.9,1.13,0.55,0.0,125400,370,7,49.62,1.72,0,0.0,2.0,9.69,7.0,33.93,5.0,24.23,4.770684624465665,567.08,6.467698726104354,3116.52,4.394449154672439,387.75,0.0,0.0,67.86,4071.35
Eveshamtownship,35309,2.84,93.55,3.18,1.35,90.52,2.384515672872967,15.37,1.17,2.24,2.47,3.26,86.22,20.62,0.91,0.93,4.16,2.11,0.83,94.68,0.85,0.18,0.22,54200,246,0,49.07,5.46,0,0.0,4.0,11.07,9.0,24.9,53.0,146.64,5.3230099791384085,564.41,6.366470447731438,1607.46,3.912023005428146,135.57,5.0,13.83,182.6,2321.27
Ashwaubenonvillage,16376,0.39,98.02,0.6,0.36,100.0,0.43212349752533585,15.41,4.33,5.22,3.59,3.15,82.19,15.62,0.12,0.88,2.66,1.96,1.48,97.36,0.0,1.17,0.19,23400,135,0,49.59,0.55,0,0.0,2.0,11.49,5.0,28.72,20.0,114.88,4.23410650459726,390.58,6.634633357861686,4365.31,3.091042453358316,120.62,2.0,11.49,155.08,4888.0
SouthKingstowntown,24631,1.47,93.38,2.98,1.24,0.0,0.5939193966533113,25.87,4.65,6.95,5.25,3.11,80.86,38.65,1.69,0.58,3.96,2.3,1.76,75.75,2.02,1.0,2.49,86600,282,11,45.93,0.9,0,0.0,9.0,36.66,2.0,8.15,12.0,48.89,4.5217885770490405,370.72,5.780743515792329,1315.84,3.1354942159291497,89.62,0.0,0.0,93.7,1776.18
Stamfordtown,108056,17.78,76.28,2.6,9.77,100.0,2.1619137402781052,24.22,5.43,6.29,5.08,3.08,72.41,27.21,3.24,3.87,5.87,2.39,4.91,94.73,1.37,1.67,0.47,188400,448,132,54.75,11.33,8,7.46,22.0,20.52,270.0,251.87,237.0,221.08,7.00850518208228,1030.79,8.161660452056282,3267.75,6.590301048196686,678.18,31.0,28.92,500.94,5005.64
Masoncity,11452,0.39,98.63,0.71,0.47,100.0,0.9777280226255008,19.45,3.39,2.66,2.84,3.16,85.12,0.0,0.0,0.08,3.07,2.3,0.91,97.54,0.0,2.23,0.0,33200,120,0,51.5,0.19,0,0.0,4.0,29.98,6.0,44.97,8.0,59.96,3.970291913552122,389.75,5.5134287461649825,1851.3,1.6094379124341003,29.98,2.0,14.99,134.91,2286.01
Kennewickcity,42155,1.13,89.89,1.99,8.74,100.0,-0.37473485741220836,19.83,8.95,13.93,7.0,3.17,70.96,28.69,1.06,2.04,5.83,2.36,4.49,93.4,1.85,4.16,0.34,35400,121,0,41.95,3.29,2,4.09,32.0,65.45,24.0,49.09,128.0,261.8,6.133398042996649,940.85,7.690743163541872,4473.12,4.867534450455582,263.85,5.0,10.23,380.43,5688.05
MoundsViewcity,12541,0.58,96.42,2.0,0.77,100.0,0.668866368135753,13.06,5.5,5.98,4.93,3.06,74.31,11.33,0.18,0.52,2.73,2.17,2.04,96.25,0.0,1.0,0.25,27400,86,0,53.71,2.05,0,0.0,7.0,26.92,4.0,30.51,29.0,221.17,4.23410650459726,518.61,5.986452005284438,3027.76,3.58351893845611,266.93,4.0,30.51,374.06,3843.81
Haddonfieldborough,11628,1.38,97.49,0.88,0.86,100.0,2.962997878859298,30.4,1.71,2.8,1.78,3.03,85.65,13.84,0.35,0.33,3.26,1.85,0.18,96.54,0.62,0.27,0.13,129300,234,0,69.28,13.45,0,0.0,1.0,8.59,4.0,34.36,3.0,25.77,4.110873864173311,515.33,5.771441123130016,2748.43,2.3978952727983707,85.89,2.0,17.18,68.71,3366.83
Robbinsdalecity,14396,1.73,96.19,1.19,0.91,100.0,0.1963233561159557,35.99,3.67,5.0,4.55,2.89,76.93,5.2,0.06,0.46,2.97,1.88,1.12,97.61,0.0,0.13,0.08,25700,191,0,58.66,6.21,0,0.0,6.0,42.31,19.0,133.97,27.0,190.38,4.624972813284271,712.17,6.289715570908998,3793.54,4.248495242049359,486.53,4.0,28.2,366.66,5020.45
Norwalktown,78331,15.48,79.29,1.65,9.37,100.0,1.9714824416686307,22.54,4.34,5.2,4.69,3.08,74.35,21.15,1.46,3.65,5.3,2.31,3.81,94.84,3.79,1.49,0.39,113900,389,121,58.49,8.17,9,11.43,10.0,12.7,188.0,238.85,118.0,149.92,6.734591659972948,1067.21,7.830822995135316,3196.54,6.315358001522335,701.31,13.0,16.52,412.91,4981.58
Cincinnaticity,364040,37.94,60.51,1.11,0.66,100.0,-1.2296724016026397,26.35,14.32,24.34,7.84,3.11,50.06,27.47,0.56,0.69,6.46,2.05,3.84,91.28,8.0,6.2,0.52,42700,167,989,49.12,11.26,39,10.84,449.0,124.81,2327.0,646.84,2806.0,779.99,8.725020038618554,1710.64,9.746014693711563,4749.14,7.6324011266014535,573.46,581.0,161.5,1562.48,7194.74
Bridgewatertown,21249,4.72,92.84,0.84,3.22,49.98,1.2363893471600282,22.28,5.0,4.74,6.22,3.33,83.06,8.55,0.28,1.06,5.59,2.23,1.6,95.46,0.35,1.46,0.21,59600,270,0,51.71,1.5,0,0.0,1.0,4.43,2.0,8.85,33.0,146.04,4.007333185232471,238.98,5.049856007249537,685.96,3.7376696182833684,181.45,0.0,0.0,159.32,1106.39
