communityname,population,racepctblack,racePctWhite,racePctAsian,racePctHisp,pctUrban,medIncome,pctWSocSec,pctWPubAsst,PctPopUnderPov,PctUnemployed,PersPerFam,PctFam2Par,PctImmigRec5,PctRecentImmig,PctNotSpeakEnglWell,PctLargHouseFam,PersPerRentOccHous,PctPersDenseHous,PctHousOccup,PctVacantBoarded,PctHousNoPhone,PctWOFullPlumb,OwnOccQrange,RentQrange,NumInShelters,PctSameHouse85,PctUsePubTrans,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
BayCitycity,38936,2.45,93.6,0.45,5.62,100.0,21380,33.89,15.24,18.06,13.52,3.1,66.08,6.28,0.02,0.66,4.85,2.21,1.65,95.1,2.37,4.81,0.46,19100,131,26,63.14,1.55,0,0.0,7.0,26.92,54.0,139.89,180.0,466.29,349.0,904.07,1392.0,3605.94,117.0,303.09,10.0,25.9,374.06,4839.0
KlamathFallscity,17737,1.14,91.22,1.19,5.94,0.0,19382,29.02,8.67,21.77,9.39,2.99,67.74,31.82,0.83,1.62,4.62,2.22,4.04,92.02,4.32,9.1,0.5,34800,139,84,41.64,1.0,2,10.44,10.0,52.19,25.0,130.47,60.0,313.12,244.0,1273.35,500.0,2609.33,78.0,407.06,5.0,26.09,506.21,4315.83
NorthSmithfieldtown,10497,0.16,99.05,0.66,0.53,64.68,41449,31.85,2.98,4.08,6.22,3.12,89.44,7.78,0.33,1.46,3.28,2.01,0.59,97.24,2.83,0.13,0.0,67500,323,0,68.04,1.09,0,0.0,1.0,9.24,1.0,9.24,56.0,517.27,64.0,591.17,138.0,1274.71,14.0,129.32,0.0,0.0,535.75,1995.2
Salemtown,25746,0.93,96.78,1.77,1.41,80.84,44210,21.39,3.77,3.81,6.35,3.24,84.42,8.65,0.34,1.23,4.69,2.22,1.42,92.81,4.49,0.83,0.15,54800,229,0,61.74,0.33,2,7.69,4.0,15.37,29.0,111.47,20.0,76.87,145.0,557.33,1030.0,3958.95,329.0,1264.56,4.0,15.37,211.4,5796.21
Woodburncity,13404,0.28,79.3,0.46,31.42,0.0,22253,47.61,8.52,22.45,5.64,3.25,74.25,43.36,5.26,12.31,12.78,3.29,11.68,97.26,2.22,6.33,0.53,23000,123,18,46.81,0.73,2,14.08,10.0,70.42,22.0,154.92,40.0,281.67,109.0,767.55,756.0,5323.57,78.0,549.26,12.0,84.5,521.09,6724.88
NationalCitycity,54249,8.46,40.89,17.67,49.61,100.0,22129,22.5,20.05,21.34,8.18,3.63,63.14,29.75,6.53,14.19,13.97,3.19,29.07,96.92,1.49,4.6,0.4,51600,193,0,37.65,6.02,7,12.11,31.0,53.61,327.0,565.48,485.0,838.71,1002.0,1732.75,2001.0,3460.32,1298.0,2244.63,34.0,58.8,1469.9,7496.5
Clintontown,12767,1.02,96.77,1.03,2.93,0.0,45884,21.24,2.26,3.33,4.84,3.15,83.9,21.05,0.56,1.19,4.07,2.3,1.22,86.1,0.93,1.05,1.61,64000,262,46,54.9,0.87,0,0.0,0.0,0.0,4.0,30.4,5.0,38.0,78.0,592.75,143.0,1086.71,6.0,45.6,1.0,7.6,68.39,1732.65
AmericanForkcity,15696,0.05,97.69,0.77,2.4,100.0,29624,24.26,5.68,8.08,6.09,4.12,86.56,13.98,0.21,0.55,24.41,3.36,6.47,97.02,3.97,1.81,0.5,25400,126,0,59.24,0.89,0,0.0,7.0,37.63,0.0,0.0,28.0,150.51,90.0,483.77,585.0,3144.49,31.0,166.63,0.0,0.0,188.13,3794.88
Livermorecity,56741,1.52,89.39,4.6,9.85,100.0,49149,15.83,4.61,5.18,4.19,3.14,78.77,26.49,1.14,1.43,4.47,2.56,3.57,96.06,1.18,0.72,0.11,82500,284,41,46.26,1.55,1,1.57,11.0,17.27,36.0,56.53,152.0,238.69,633.0,994.03,2127.0,3340.14,212.0,332.91,15.0,23.56,314.07,4690.64
Franklincity,11026,0.79,98.77,0.25,0.14,100.0,25569,27.92,10.26,16.4,8.17,3.09,72.77,12.5,0.09,0.34,3.89,2.56,2.31,96.74,5.11,6.9,0.12,26300,147,0,55.26,0.2,0,0.0,1.0,8.71,5.0,43.53,21.0,182.83,130.0,1131.81,392.0,3412.85,25.0,217.66,0.0,0.0,235.07,4762.32
Somersettown,17655,0.14,98.91,0.66,0.78,100.0,36418,38.1,4.36,3.49,6.26,3.1,84.45,0.48,0.04,2.67,3.78,2.1,0.95,96.92,3.43,0.56,0.2,50400,288,0,78.11,0.39,0,0.0,4.0,21.49,1.0,5.37,13.0,69.86,71.0,381.54,273.0,1467.03,31.0,166.59,0.0,0.0,96.73,2015.15
Hemetcity,36094,0.68,90.88,1.18,14.91,100.0,20382,58.55,10.72,14.05,9.76,2.59,62.1,27.69,1.64,3.4,3.45,2.28,4.86,88.35,0.61,3.59,0.18,42100,186,48,36.1,0.29,1,2.39,23.0,54.99,128.0,306.05,233.0,557.11,1047.0,2503.41,1772.0,4236.9,560.0,1338.98,25.0,59.78,920.55,8139.06
Murfreesborocity,44922,14.49,82.31,2.79,0.8,0.0,26394,21.71,5.47,15.99,5.97,3.02,70.01,38.33,0.66,0.86,3.24,2.15,2.5,91.46,2.32,5.05,0.43,46400,130,44,36.57,0.09,3,5.87,11.0,21.51,86.0,168.17,305.0,596.41,619.0,1210.43,2482.0,4853.44,200.0,391.09,11.0,21.51,791.96,6476.47
Evanstoncity,73233,22.87,70.57,4.83,3.67,100.0,41115,20.98,3.43,9.85,4.28,3.02,72.34,29.11,2.58,1.0,4.93,2.0,2.58,95.85,1.24,1.28,0.41,178300,248,43,44.94,21.73,1,1.34,7.0,26.92,224.0,299.77,219.0,293.08,1327.0,1775.87,3853.0,5156.31,324.0,433.6,16.0,21.41,374.06,7387.18
RiverRougecity,11314,35.15,62.76,0.28,3.34,100.0,17500,30.36,26.54,28.51,17.07,3.27,46.34,0.0,0.0,0.87,8.34,2.47,4.03,91.47,8.29,11.06,0.56,15300,117,0,61.23,3.88,2,18.78,7.0,26.92,41.0,385.09,91.0,854.7,188.0,1765.76,459.0,4311.07,126.0,1183.43,15.0,140.88,374.06,7401.15
Atholtown,11451,0.51,97.97,0.57,0.89,0.0,27095,30.79,10.04,11.67,10.77,3.13,74.33,6.14,0.18,0.78,4.71,2.25,1.71,90.48,1.74,3.86,0.76,40600,218,0,57.01,0.32,1,8.38,10.0,83.83,5.0,41.91,111.0,930.51,130.0,1089.78,216.0,1810.71,9.0,75.45,0.0,0.0,1064.63,2975.94
Littletoncity,33685,0.88,96.09,1.39,5.21,100.0,34006,22.46,3.74,7.34,4.62,2.97,74.6,21.41,0.39,0.99,3.35,1.98,1.77,94.09,0.34,2.05,0.13,46600,188,0,45.47,2.57,0,0.0,9.0,23.22,29.0,74.82,70.0,180.6,265.0,683.71,657.0,1695.09,107.0,276.06,20.0,51.6,278.64,2706.47
Homewoodvillage,19278,6.4,91.39,1.78,1.45,100.0,47064,29.39,1.47,1.36,3.61,3.09,87.73,10.13,0.23,0.51,3.44,1.82,0.34,97.81,1.21,0.2,0.0,45000,128,0,60.19,19.22,0,0.0,7.0,26.92,18.0,89.85,9.0,44.93,68.0,339.44,745.0,3718.86,129.0,643.94,2.0,9.98,374.06,4712.22
Jacksontownship,33233,3.14,94.45,1.51,4.35,59.2,44690,22.1,3.55,3.76,5.68,3.33,87.16,8.25,0.37,1.04,6.07,2.56,1.3,93.94,2.65,1.22,0.13,52600,231,0,52.08,3.61,0,0.0,0.0,0.0,5.0,14.61,18.0,52.59,114.0,333.09,1296.0,3786.71,34.0,99.34,3.0,8.77,67.2,4227.9
HarkerHeightscity,12841,10.29,82.84,3.26,9.18,100.0,26470,11.22,4.76,11.21,4.37,3.11,78.49,11.46,0.37,0.92,4.19,2.67,4.73,89.33,0.54,7.19,0.1,50100,143,0,35.04,0.24,2,11.0,18.0,98.99,12.0,66.0,118.0,648.96,148.0,813.95,331.0,1820.38,32.0,175.99,3.0,16.5,824.95,2826.82
Tullahomacity,16761,6.89,91.91,0.85,0.67,0.0,26298,29.8,8.26,14.22,5.45,2.99,73.77,16.33,0.05,0.3,3.12,2.35,1.7,92.81,1.95,9.48,0.15,40900,153,0,51.62,0.28,0,0.0,4.0,22.2,7.0,38.84,17.0,94.33,150.0,832.32,558.0,3096.22,56.0,310.73,5.0,21.08,155.37,4425.450000000001
Belmontcity,24127,1.59,86.83,10.01,7.27,100.0,50859,18.88,3.17,4.71,3.41,2.86,81.75,17.23,2.14,1.73,2.32,1.96,3.26,97.92,1.86,0.7,0.06,162700,281,5,52.49,4.68,0,0.0,3.0,11.87,10.0,39.56,29.0,114.72,107.0,423.29,522.0,2065.04,54.0,213.62,3.0,11.87,166.15,2713.82
Waynetownship,47025,1.06,95.0,3.12,3.08,100.0,59290,25.74,2.29,2.28,3.91,3.2,89.41,13.3,0.78,1.48,4.46,2.1,0.86,96.63,2.73,0.34,0.21,110000,361,0,64.92,4.11,1,2.02,9.0,18.22,16.0,32.4,36.0,72.89,227.0,459.63,1817.0,3679.03,464.0,939.5,5.0,10.12,125.54,5088.28
Fairfieldcity,77211,13.8,68.17,10.7,13.22,100.0,36886,15.5,9.13,7.42,6.11,3.29,75.0,18.86,1.32,2.15,6.65,2.87,6.23,96.46,1.72,2.17,0.17,63700,212,91,36.88,1.5,10,11.88,46.0,54.63,188.0,223.29,557.0,661.54,828.0,983.41,3612.0,4289.94,481.0,571.28,50.0,59.38,951.34,5904.01
Covingtoncity,10026,45.42,54.12,0.15,0.99,0.0,21344,33.3,13.52,23.6,11.64,3.27,54.39,31.87,0.29,0.53,7.73,2.69,6.12,93.13,1.86,13.36,3.19,37200,197,0,57.3,0.64,1,8.61,14.0,120.54,43.0,370.24,97.0,835.2,385.0,3314.96,944.0,8128.12,121.0,1041.85,1.0,8.61,1334.6,12493.54
Tivertontown,14312,0.25,99.26,0.32,1.12,59.79,36170,32.46,5.95,5.59,5.39,3.09,85.67,3.84,0.1,1.5,3.89,2.26,1.0,93.8,2.84,0.54,0.56,71500,305,0,70.45,0.4,0,0.0,0.0,0.0,5.0,34.29,2.0,13.72,99.0,679.01,228.0,1563.79,34.0,233.2,2.0,13.72,48.01,2489.71
Stowcity,27702,1.08,97.1,1.62,0.51,100.0,39638,18.95,2.49,3.06,3.14,3.16,84.99,18.9,0.22,0.34,3.4,2.12,0.76,96.41,0.27,0.26,0.0,42400,144,0,52.6,0.93,0,0.0,4.0,13.19,14.0,46.18,12.0,39.58,74.0,244.09,612.0,2018.67,16.0,52.78,0.0,0.0,98.95,2315.53
Hackensackcity,37049,24.77,66.36,3.67,15.1,100.0,38976,24.5,5.77,6.97,5.79,2.93,64.59,24.34,3.62,6.31,5.19,2.0,6.27,92.99,1.69,2.75,0.94,70000,295,81,52.19,14.4,4,10.63,12.0,31.89,68.0,180.68,82.0,217.88,164.0,435.76,1401.0,3722.6,326.0,866.21,12.0,31.89,441.08,5056.46
Pearlandcity,18697,1.67,90.93,1.44,12.36,100.0,42565,16.33,1.83,4.74,3.13,3.16,80.74,22.38,0.58,1.55,3.73,2.47,4.04,96.54,2.54,2.28,0.54,36300,140,0,49.72,0.65,0,0.0,1.0,3.94,11.0,43.3,40.0,157.45,163.0,641.61,531.0,2090.14,109.0,429.05,8.0,31.49,204.68,3192.28
Montgomerytownship,12179,1.63,92.86,5.09,0.87,79.95,52193,25.83,1.55,1.08,2.8,3.02,90.39,8.16,0.32,1.51,2.78,2.48,0.76,94.9,0.81,0.22,0.42,80900,274,0,41.49,2.65,1,8.07,0.0,0.0,3.0,24.22,3.0,24.22,45.0,363.28,537.0,4335.19,47.0,379.43,1.0,8.07,56.51,5085.98
Kannapoliscity,29696,17.99,81.32,0.24,0.63,100.0,22369,35.48,6.25,11.76,5.85,2.94,68.14,35.62,0.05,0.29,3.7,2.49,3.3,94.5,3.58,9.1,0.84,31600,149,0,60.95,0.37,5,16.02,11.0,35.25,56.0,179.47,76.0,243.57,318.0,1019.13,605.0,1938.92,69.0,221.13,11.0,35.25,474.31,3214.43
Fresnocity,354202,8.3,59.18,12.52,29.87,100.0,24923,22.5,19.61,24.04,8.52,3.43,63.59,33.98,3.78,9.85,11.46,2.93,13.15,94.13,4.54,4.18,0.81,44900,155,668,40.03,2.17,87,22.39,216.0,55.6,2879.0,741.06,2329.0,599.49,8472.0,2180.72,14518.0,3736.99,13083.0,3367.61,659.0,169.63,1418.55,9454.95
Brownsvillecity,98962,0.2,84.77,0.3,90.14,100.0,15890,24.53,21.71,43.86,15.3,4.13,70.02,17.46,3.22,24.08,21.96,3.49,28.68,90.79,5.51,16.97,3.15,32200,155,27,58.78,2.4,17,14.78,28.0,24.34,281.0,244.29,771.0,670.27,2209.0,1920.39,7291.0,6338.4,796.0,692.0,31.0,26.95,953.67,8977.74
SulphurSpringscity,14062,14.25,83.86,0.32,3.4,0.0,20298,33.47,8.02,18.84,7.88,3.06,74.41,19.01,0.26,0.46,4.0,2.49,3.84,85.74,1.21,10.54,1.13,31900,117,0,44.84,0.28,1,6.75,13.0,87.78,17.0,114.8,149.0,1006.14,176.0,1188.47,583.0,3936.8,42.0,283.61,2.0,13.51,1215.48,5422.38
Fullertoncity,114144,2.17,74.65,12.18,21.29,100.0,41921,18.57,4.8,9.81,4.66,3.24,76.35,31.6,4.74,8.75,8.88,2.64,11.05,95.15,0.86,1.95,0.18,159100,232,64,44.7,2.35,2,1.7,36.0,30.65,260.0,221.37,325.0,276.71,1385.0,1179.23,4575.0,3895.27,1291.0,1099.19,31.0,26.39,530.44,6200.09
Centraliacity,12101,0.47,96.41,0.94,3.17,0.0,21618,36.25,10.97,16.3,6.94,3.0,66.23,18.62,0.06,0.88,4.66,2.3,3.53,93.73,2.74,6.77,0.27,30200,130,21,44.35,0.86,0,0.0,10.0,77.86,8.0,62.29,51.0,397.1,185.0,1440.47,686.0,5341.43,52.0,404.89,8.0,62.29,537.26,7249.09
NorthHaventown,22247,2.13,95.77,1.77,1.16,100.0,49148,33.26,1.27,2.45,3.69,3.14,86.81,4.58,0.19,1.42,4.01,2.06,0.56,96.85,1.92,0.24,0.0,78400,210,0,71.86,0.95,0,0.0,1.0,4.44,8.0,35.52,10.0,44.4,124.0,550.5,555.0,2463.93,62.0,275.25,3.0,13.32,84.35,3303.0
Allentowncity,105090,4.98,86.17,1.35,11.68,100.0,25983,33.13,8.55,12.86,6.26,3.0,65.5,26.76,1.07,3.74,4.66,2.1,2.98,93.73,3.46,3.54,0.55,39700,174,100,54.68,3.47,6,5.69,42.0,39.81,324.0,307.07,347.0,328.87,1682.0,1594.12,4659.0,4415.57,448.0,424.59,42.0,39.81,681.43,6474.08
PointPleasantborough,18177,0.39,98.9,0.29,1.46,100.0,40798,33.9,3.32,3.14,4.48,3.07,80.62,6.15,0.04,0.57,3.69,2.32,1.07,87.53,0.3,0.71,0.34,63300,238,18,67.02,1.73,1,5.36,0.0,0.0,4.0,21.44,13.0,69.68,88.0,471.65,405.0,2170.65,19.0,101.83,0.0,0.0,96.47,2744.13
Warrentownship,10830,1.18,90.88,7.64,2.22,35.17,72369,20.96,1.28,0.73,4.11,3.25,93.24,15.03,0.89,2.14,5.11,2.47,0.54,96.04,3.42,0.23,0.62,221800,471,0,59.96,2.49,0,0.0,0.0,0.0,1.0,8.59,9.0,77.31,43.0,369.38,181.0,1554.85,9.0,77.31,1.0,8.59,85.9,2010.14
Asheborocity,16362,13.09,85.19,0.68,1.1,0.0,24294,32.4,6.27,12.84,3.91,2.84,65.15,26.24,0.14,0.56,2.51,2.15,2.16,93.48,1.85,6.75,0.19,32900,133,20,52.08,0.0,1,5.32,2.0,10.65,47.0,250.17,68.0,361.95,326.0,1735.24,992.0,5280.25,70.0,372.6,3.0,15.97,628.09,7404.06
Clarksburgcity,18059,3.52,95.95,0.3,1.4,0.0,17884,45.71,9.39,17.02,11.12,2.9,68.87,2.78,0.03,0.39,2.95,2.06,0.87,85.96,2.54,7.71,1.17,30400,104,10,62.46,2.14,0,0.0,5.0,28.19,3.0,16.91,7.0,39.47,73.0,411.59,365.0,2057.96,27.0,152.23,1.0,5.64,84.57,2627.42
Walnutcity,29105,6.61,48.03,37.48,23.49,100.0,64333,8.27,4.13,4.09,4.28,3.83,90.18,22.16,4.07,7.24,11.75,3.71,9.48,96.97,0.41,0.43,0.22,139800,349,0,40.48,1.61,2,6.15,8.0,24.61,32.0,98.44,119.0,366.07,299.0,919.8,346.0,1064.39,93.0,286.09,8.0,24.61,495.28,2294.89
Garycity,116646,80.57,16.31,0.18,5.74,100.0,19390,31.63,17.1,29.43,16.6,3.42,43.22,4.46,0.06,0.68,10.66,2.69,6.75,87.01,32.22,9.3,0.65,22100,134,89,64.54,6.1,105,91.09,174.0,150.95,934.0,810.28,1271.0,1102.64,2555.0,2216.55,3589.0,3113.59,2603.0,2258.2,503.0,436.37,2154.96,8024.71
Hammondcity,84236,9.19,84.84,0.41,11.8,100.0,26883,32.92,8.14,13.49,8.93,3.21,68.1,8.58,0.18,1.42,6.76,2.33,3.68,94.76,6.41,6.21,0.28,20300,155,144,62.49,4.41,8,9.57,53.0,63.42,281.0,336.24,824.0,985.99,1148.0,1373.68,3517.0,4208.4,1313.0,1571.12,68.0,81.37,1395.22,7234.57
Dennistown,13864,1.0,97.52,0.35,0.86,61.47,27900,46.77,8.11,10.56,8.65,2.74,67.97,5.15,0.16,0.52,2.27,2.22,0.95,42.71,0.7,2.07,0.0,87800,309,0,53.19,1.22,0,0.0,3.0,20.41,3.0,20.41,37.0,251.7,296.0,2013.61,387.0,2632.65,30.0,204.08,9.0,61.22,292.52,4911.56
NorthCantoncity,14748,0.52,98.45,0.9,0.64,100.0,32369,31.26,2.35,5.14,4.13,2.86,81.87,3.23,0.0,0.45,2.34,1.8,0.52,96.28,0.0,0.51,0.0,36700,115,0,56.7,0.32,0,0.0,3.0,20.05,11.0,73.53,2.0,13.37,80.0,534.8,241.0,1611.07,15.0,100.27,0.0,0.0,106.96,2246.14
McMinnvillecity,17894,0.23,94.46,1.65,7.75,0.0,25878,31.76,6.54,12.92,4.83,3.03,71.84,42.59,1.95,2.83,5.34,2.46,3.92,97.48,1.75,4.99,0.38,32000,143,14,39.52,0.63,0,0.0,9.0,43.58,15.0,72.63,31.0,150.09,161.0,779.51,840.0,4067.01,61.0,295.34,7.0,33.89,266.29,5175.75
FortPiercecity,36830,42.37,53.68,0.54,6.43,100.0,18913,38.68,11.62,29.23,12.39,3.08,46.08,30.16,1.36,2.87,8.89,2.77,9.75,82.15,2.05,15.81,0.79,34100,181,288,45.34,3.1,10,26.78,50.0,133.92,246.0,658.88,658.0,1762.37,1314.0,3519.39,2188.0,5860.3,761.0,2038.25,18.0,48.21,2581.96,11466.15
MasonCitycity,29040,0.93,97.28,0.52,2.91,0.0,24146,35.45,6.39,9.63,4.0,2.95,75.4,15.17,0.17,0.39,2.15,1.96,0.87,94.93,2.02,4.37,0.11,26900,134,41,55.85,1.02,2,6.91,4.0,13.82,12.0,41.45,297.0,1025.94,440.0,1519.91,1701.0,5875.85,63.0,217.62,5.0,21.08,1088.12,4425.450000000001
Peabodycity,47039,1.21,96.78,1.08,2.86,100.0,39800,28.39,5.68,4.6,5.31,3.13,81.23,15.58,1.08,3.54,3.75,2.13,1.33,96.25,1.02,1.25,0.18,51000,359,81,65.87,1.66,0,0.0,13.0,26.94,21.0,43.52,41.0,84.97,368.0,762.62,1246.0,2582.12,319.0,661.07,3.0,6.22,155.42,4012.02
Benbrookcity,19564,3.91,90.9,3.35,3.99,100.0,45303,17.18,1.48,4.18,3.59,2.95,84.17,12.46,0.45,0.78,2.65,2.03,1.73,93.86,0.0,1.72,0.08,37700,192,0,48.61,0.05,1,4.68,7.0,32.73,9.0,42.08,15.0,70.13,66.0,308.56,357.0,1669.0,57.0,266.48,1.0,4.68,149.6,2248.71
Brownwoodcity,18387,6.1,83.01,0.37,14.5,0.0,17826,38.11,11.52,23.79,9.51,3.07,70.73,20.47,0.3,2.1,4.97,2.43,4.78,86.08,3.37,12.69,0.46,32300,138,0,48.78,0.61,0,0.0,13.0,67.96,14.0,73.19,106.0,554.13,239.0,1249.41,832.0,4349.42,38.0,198.65,10.0,52.28,695.28,5849.76
Lebanoncity,24800,1.44,94.17,0.96,6.9,0.0,21619,33.74,10.12,14.61,4.84,2.97,62.65,24.53,0.53,2.27,3.94,2.15,1.69,95.2,3.79,5.21,1.01,30000,135,4,56.04,1.16,6,23.48,11.0,43.04,27.0,105.65,32.0,125.21,155.0,606.49,743.0,2907.23,28.0,109.56,2.0,7.83,297.37,3631.1
SouthHoustoncity,14207,2.69,66.17,0.99,59.76,100.0,23485,20.67,8.91,21.39,8.2,3.73,74.73,20.53,2.29,14.81,14.55,3.37,22.3,89.33,4.47,14.75,0.46,19600,120,0,47.82,1.21,0,0.0,0.0,0.0,21.0,139.94,25.0,166.6,191.0,1272.82,694.0,4624.82,209.0,1392.78,3.0,19.99,306.54,7310.41
Kingsvillecity,25276,3.76,66.81,1.56,62.37,0.0,22053,24.22,12.75,27.26,10.29,3.42,72.88,25.41,0.95,6.64,8.63,2.66,9.87,84.45,6.56,14.06,1.4,32100,166,0,51.3,0.07,4,15.27,15.0,57.27,16.0,61.09,183.0,698.69,448.0,1710.45,984.0,3756.87,38.0,145.08,18.0,68.72,832.32,5681.12
Kentwoodcity,37826,5.59,91.27,1.96,2.01,100.0,34324,20.27,4.3,4.98,3.43,3.09,77.16,12.92,0.4,1.05,3.82,1.97,2.08,93.33,0.37,1.13,0.08,34600,133,0,44.53,0.47,1,2.49,7.0,26.92,30.0,74.78,62.0,154.54,205.0,510.99,1526.0,3803.78,78.0,194.43,6.0,14.96,374.06,4524.15
Butlercity,15714,1.4,97.7,0.41,0.62,0.0,17391,35.74,13.59,23.2,7.39,3.01,63.03,5.73,0.0,0.33,3.98,2.04,1.28,92.86,2.84,5.56,0.23,22800,126,25,56.9,0.73,1,5.91,3.0,17.73,3.0,17.73,29.0,171.36,68.0,401.82,400.0,2363.65,40.0,236.36,4.0,23.64,212.73,3025.47
Laceytownship,22141,0.31,98.88,0.42,1.62,0.0,37397,36.05,3.53,4.29,6.1,3.12,84.46,6.26,0.26,0.6,4.29,2.98,0.97,83.64,0.32,0.43,0.14,66800,189,0,56.47,1.19,0,0.0,0.0,0.0,3.0,13.16,15.0,65.79,92.0,403.49,495.0,2170.96,20.0,87.72,13.0,57.02,78.94,2719.18
Ansoniatown,18403,8.28,90.0,0.67,2.58,100.0,34181,34.54,6.21,7.59,7.55,3.09,71.61,10.8,0.47,1.39,3.57,2.36,1.63,95.42,3.2,2.96,1.13,47300,245,0,64.5,1.45,2,11.02,2.0,11.02,14.0,77.11,45.0,247.85,86.0,473.67,364.0,2004.85,81.0,446.13,5.0,27.54,346.99,2952.19
EastGreenwichtown,11865,0.41,98.0,1.34,0.65,65.95,50896,24.62,4.93,4.72,4.07,3.17,84.23,11.28,0.24,0.57,3.36,1.82,0.61,95.41,2.8,0.81,0.49,165500,295,0,56.73,1.76,0,0.0,1.0,8.4,1.0,8.4,8.0,67.22,82.0,688.96,188.0,1579.57,13.0,109.23,0.0,0.0,84.02,2377.75
Sharonvillecity,11312,2.17,96.3,1.41,0.59,100.0,36332,22.74,2.87,5.23,2.27,2.96,80.06,16.13,0.38,0.11,3.06,1.9,0.76,93.41,0.6,1.2,0.08,39400,124,0,47.42,0.7,0,0.0,4.0,28.51,12.0,85.53,8.0,57.02,175.0,1247.33,673.0,4796.86,3.0,21.38,1.0,7.13,171.06,6072.7
Greenvillecity,12863,0.52,98.59,0.4,0.61,0.0,23044,36.06,5.99,10.98,7.03,2.92,72.6,26.62,0.22,0.63,3.19,2.17,0.84,95.51,3.64,6.11,0.31,32600,110,0,53.17,0.29,0,0.0,5.0,38.6,7.0,54.04,2.0,15.44,101.0,779.68,472.0,3643.66,18.0,138.95,3.0,23.16,108.07,4585.46
Tempecity,141865,3.2,86.85,4.05,10.88,100.0,31885,13.56,3.47,13.61,5.19,3.08,73.62,39.51,1.82,1.62,5.11,2.18,4.56,90.38,0.61,4.04,0.22,45600,176,51,34.8,1.48,4,2.68,65.0,43.52,244.0,163.37,518.0,346.83,2073.0,1388.0,8000.0,5356.47,1401.0,938.05,56.0,37.5,556.4,7720.02
Sanfordcity,14475,34.85,63.24,0.57,1.57,0.0,21205,31.3,9.21,21.06,6.93,3.02,58.28,24.82,0.37,1.16,4.78,2.42,3.49,92.16,2.46,10.51,0.8,38700,160,6,52.15,0.0,2,12.1,11.0,66.56,46.0,278.33,146.0,883.4,541.0,3273.43,1702.0,10298.3,61.0,369.09,12.0,72.61,1240.39,14013.43
Williamsburgcity,11530,15.21,81.25,2.91,1.31,100.0,25393,26.43,5.79,19.37,4.87,2.7,60.91,37.99,1.56,0.42,3.0,2.06,1.47,87.58,0.61,4.56,0.45,113000,166,0,23.89,1.05,0,0.0,3.0,23.65,19.0,149.77,5.0,39.41,48.0,378.37,390.0,3074.26,29.0,228.6,1.0,7.88,212.83,3689.11
Wickliffecity,14558,2.69,96.49,0.61,0.52,100.0,32964,38.0,2.52,4.18,4.41,3.03,79.07,3.67,0.18,1.01,3.92,2.33,1.5,98.4,1.11,0.63,0.21,23700,130,0,76.02,1.13,0,0.0,1.0,7.22,4.0,28.89,13.0,93.9,56.0,404.48,216.0,1560.13,30.0,216.68,0.0,0.0,130.01,2181.29
Smyrnacity,30981,15.87,80.22,2.26,3.55,100.0,33863,14.56,2.73,6.57,3.92,2.81,67.96,40.73,1.47,1.51,2.83,1.93,2.02,88.19,1.31,2.78,0.21,34300,165,0,37.42,1.04,1,3.02,13.0,39.3,72.0,217.68,62.0,187.45,507.0,1532.83,2031.0,6140.4,265.0,801.19,0.0,0.0,447.45,8474.42
CrownPointcity,17728,1.46,97.34,0.73,2.28,100.0,37539,28.77,2.17,3.43,5.35,3.15,84.02,2.93,0.14,1.46,4.1,2.01,1.45,97.66,0.65,0.53,0.18,34800,136,0,58.26,1.09,0,0.0,0.0,0.0,4.0,21.99,6.0,32.99,72.0,395.91,228.0,1253.71,23.0,126.47,3.0,16.5,54.99,1792.59
Hanahancity,13176,9.32,87.84,1.49,2.41,100.0,28435,18.12,4.17,7.53,2.83,2.98,74.46,36.73,0.55,1.11,3.25,2.4,2.97,94.5,0.68,5.21,0.0,50100,99,0,43.82,0.61,0,0.0,10.0,77.42,8.0,61.93,45.0,348.38,113.0,874.82,409.0,3166.37,27.0,209.03,0.0,0.0,487.73,4250.21
Haverfordtownship,49848,2.03,96.07,1.75,0.67,100.0,48210,32.9,2.35,3.18,2.81,3.19,88.62,13.38,0.65,0.88,5.46,2.08,0.71,97.31,0.41,0.29,0.07,49600,338,109,69.18,8.94,1,1.97,2.0,3.94,13.0,25.64,23.0,45.36,103.0,203.14,408.0,804.69,51.0,100.59,1.0,1.97,76.92,1110.39
LongBranchcity,28658,19.5,73.5,1.47,13.57,100.0,30693,29.27,9.04,14.72,8.57,3.12,59.79,31.12,2.16,5.5,6.94,2.25,5.49,84.68,2.63,5.06,0.5,77700,221,0,54.77,6.04,2,7.14,13.0,46.39,119.0,424.67,210.0,749.41,623.0,2223.25,1278.0,4560.7,124.0,442.51,22.0,78.51,1227.61,7304.97
Humblecity,12060,7.75,82.35,2.4,12.1,100.0,27483,16.01,4.36,8.56,5.16,3.12,68.66,25.49,1.07,4.06,5.03,2.3,6.21,90.08,1.72,4.5,0.0,29900,110,0,32.52,1.11,2,14.99,11.0,82.43,38.0,284.77,52.0,389.69,160.0,1199.04,782.0,5860.31,360.0,2697.84,3.0,22.48,771.88,9779.68
